AT onwind,AT solar,AT OCGT,BA onwind,BA solar,BA OCGT,BE onwind,BE offwind,BE solar,BE OCGT,BG onwind,BG offwind,BG solar,BG OCGT,CH onwind,CH solar,CH OCGT,CZ onwind,CZ solar,CZ OCGT,DE0 onwind,DE1 onwind,DE2 onwind,DE offwind,DE solar,DE OCGT,DK onwind,DK offwind,DK solar,DK OCGT,EE onwind,EE offwind,EE solar,EE OCGT,ES0 onwind,ES1 onwind,ES2 onwind,ES3 onwind,ES offwind,ES solar,ES OCGT,FI0 onwind,FI1 onwind,FI2 onwind,FI offwind,FI solar,FI OCGT,FR0 onwind,FR1 onwind,FR2 onwind,FR3 onwind,FR offwind,FR solar,FR OCGT,GB0 onwind,GB1 onwind,GB offwind,GB solar,GB OCGT,GR onwind,GR offwind,GR solar,GR OCGT,HR onwind,HR offwind,HR solar,HR OCGT,HU onwind,HU solar,HU OCGT,IE onwind,IE offwind,IE solar,IE OCGT,IT0 onwind,IT1 onwind,IT2 onwind,IT offwind,IT solar,IT OCGT,LT onwind,LT offwind,LT solar,LT OCGT,LU onwind,LU solar,LU OCGT,LV onwind,LV offwind,LV solar,LV OCGT,NL onwind,NL offwind,NL solar,NL OCGT,NO0 onwind,NO1 onwind,NO2 onwind,NO offwind,NO solar,NO OCGT,PL0 onwind,PL1 onwind,PL2 onwind,PL offwind,PL solar,PL OCGT,PT onwind,PT offwind,PT solar,PT OCGT,RO0 onwind,RO1 onwind,RO offwind,RO solar,RO OCGT,RS onwind,RS solar,RS OCGT,SE0 onwind,SE1 onwind,SE2 onwind,SE3 onwind,SE offwind,SE solar,SE OCGT,SI onwind,SI solar,SI OCGT,SK onwind,SK solar,SK OCGT
3.5017470207587255e-13,2.0676924496056964e-13,7270.038963707504,3.4769545694671127e-13,2.0679221077987735e-13,1556.0000002323584,3.5118672126484976e-13,1.6414168442930312e-13,1.476393063553304e-13,9898.1311124717,3.499891090433533e-13,1.614990527813499e-13,2.6591555408682677e-13,4592.500000228382,3.4809501695100157e-13,1.4768746705787816e-13,6447.513410955645,3.685714923096893e-13,2.0672493012260732e-13,6722.000073145462,3.646512975552346e-13,3.8799920544222795e-13,4.607644338046287e-13,1.8484681928845212e-13,1.4764855282068796e-13,45712.516426653856,5.05815976338636e-13,1.8270093231171171e-13,1.4766460837804393e-13,3731.5000001823664,4.385770054508745e-13,1.847302716817657e-13,1.476387582961559e-13,950.0000000787544,3.477393346253098e-13,3.478400770446147e-13,3.479905732303294e-13,3.479570717794902e-13,1.6187932293956512e-13,1.4765338062042166e-13,22895.000003344285,3.568226512451124e-13,3.647937349524237e-13,3.937073571346469e-13,1.7328200475009334e-13,1.4764391619974523e-13,10529.500000104637,3.489258901958364e-13,3.4942585239987763e-13,3.50871659031657e-13,3.5429740999109126e-13,1.6357443701216217e-13,1.4764926181730827e-13,68239.37335375155,3.6621524135326024e-13,3.686914928581987e-13,1.7189401278915484e-13,-0.0,34761.37711010863,3.4823862955197264e-13,1.650886510194174e-13,2.658859424436739e-13,5265.00000010912,3.4788389664288805e-13,1.6184691709864962e-13,2.0677936448464549e-13,2027.5000002198917,3.4802818569960126e-13,2.0676878046072817e-13,4040.546729891653,3.4901356222867464e-13,1.6436161284774992e-13,-0.0,3060.999999995314,3.485514469012455e-13,3.484966395121904e-13,3.500456969693989e-13,1.6184370462763665e-13,2.067514829907761e-13,26753.8617272487,4.702524830155261e-13,1.8500222281364632e-13,2.0669289162206177e-13,1074.0000001312892,2.1520222013644195e-13,1.4764821576114165e-13,496.9999998777496,4.609819965312333e-13,1.848082072764684e-13,2.0669116429177102e-13,684.0000001056592,3.955602542287033e-13,1.8115887211853306e-13,1.4763545093085704e-13,10863.000000222306,3.8146273586419646e-13,3.9443249373554897e-13,4.2489792227186095e-13,1.6921420587968042e-13,-0.0,16441.000000113636,4.1860654708134046e-13,4.2199958212389126e-13,4.556921253953968e-13,1.6672225027810152e-13,2.067140983483384e-13,13644.170126818975,3.4877593341777213e-13,1.6237387124524026e-13,1.4764184987254777e-13,5327.999998138544,3.500835290446996e-13,3.520262653516538e-13,1.7080832490554147e-13,2.6589111404876365e-13,6061.506311957508,3.4851004112109675e-13,2.0677895566111612e-13,5929.964722343812,3.595984110237198e-13,3.74938540268088e-13,4.1199542841014825e-13,4.843417460439523e-13,1.7289892900338936e-13,1.4764690780677503e-13,17464.000000338616,3.47822835656416e-13,2.067911456426541e-13,1205.5000000768061,3.4872962116690003e-13,2.0674554543407486e-13,3168.4999274455286
64.67528292720581,106.22519380369927,13729.368488153983,47.579779451827676,114.93909482253495,9440.955265268389,77.03849492945163,31.26687253628223,66.79713011906455,12881.389245163877,57.86024181285397,10.950622082451025,143.4760615288803,9808.741756911777,53.92679231926567,98.35947216061142,13681.628066318872,182.8743111889202,81.29950726022138,13918.65238720006,118.72000395155405,188.78396994236928,326.43715871296376,75.31373836831546,32.71721281445474,11223.74726692253,396.59382131760987,38.66297549471583,83.32319226257636,11284.301769027395,325.64708416548945,62.9275277195359,60.450872074776605,10228.726920739755,51.73366348127135,37.27414969081605,40.588650450591444,38.10225765986038,21.930653960657214,34.15151789378182,19280.88763731002,72.88874822988622,82.17176649742096,155.072591318576,47.69305297796686,70.62279118365588,9771.071778632926,53.985077239541134,43.79483440783069,50.2886044619073,68.62916696482263,19.33270247984423,32.834353171774445,12797.245968221747,88.91758275154751,117.48380718409719,22.04614027684908,35.34298812437615,12055.13508483847,53.53661880374306,21.61515190364263,130.48363651161264,9630.795818107666,53.86243077982998,22.41932312132006,108.9340429857173,9017.906957694111,51.76492751013197,96.85271444958755,13751.679875820357,57.98788986542356,31.602169611773576,60.944330261798015,12543.168743129492,55.63910549675086,48.13381990175288,52.75195824324763,21.026166053537,64.94200164833909,8168.888128914264,385.3793026563033,61.788662584062635,65.40224308097486,10097.778933935066,20.306365885657282,37.872476951200795,12157.530225740627,358.0420092532056,74.80908360146965,65.36032987350028,10173.033622645413,188.00192962122424,34.23020942992605,63.275648931452814,11553.369736894114,113.05042362593622,147.08607320161966,179.44166541826417,38.920114342950406,44.73730624647778,9874.816195136807,278.3396251540252,279.03869883821636,326.3468665581149,58.668385758050604,50.667897020721966,7978.711111501013,52.29541121660478,19.887273029617226,68.85526431259346,21970.565614747735,63.33055688420316,56.64149850930351,29.06980117546028,100.67890995153095,7354.4729528092785,40.66391465558338,114.91661728882332,12345.81189906561,91.94468871707402,102.6008704006141,237.1935666868104,492.0285642105563,30.54696437024045,69.82139345113511,9594.32946822719,46.351207176815635,70.99551035958078,13797.455848035816,78.53227035152271,94.54270744300487,14041.657923800032
5.6637804586365405e-12,197.84324616766935,14287.264600152252,4.612207745439592e-12,206.4366427933849,10076.208169679763,7.287102600818995e-12,1.6947996318251573e-11,123.91002566956692,13492.631566651455,5.1301271521783705e-12,4.988552405117332e-12,263.61061400500114,10456.571143280175,5.24114708544796e-12,176.7543453926719,14237.47595814136,1.0010014322100894e-11,157.95127475183327,14522.591662715235,9.309528355856127e-12,1.0149386851149624e-11,1.434560221810663e-11,2.929442534371316e-11,55.80034315368765,11955.096478706306,1.729469978161015e-11,1.473784311374666e-11,154.0295267319354,12018.409224393708,1.7183288283805484e-11,2.8258287792028397e-11,112.512828172974,11063.901938793535,5.163680254658166e-12,2.819748455940745e-12,3.237094994577899e-12,2.674433132843832e-12,1.2845833268465065e-11,58.08513039896238,20046.621365771618,6.456856325317201e-12,4.934489512077431e-12,8.43831433362626e-12,2.2095706397645672e-11,131.63739547560382,10560.242629336,5.168885162375337e-12,3.3581119150061816e-12,3.081148951622098e-12,3.8536341543516526e-12,1.0646729766177828e-11,55.858392517034616,13409.245112451272,6.461690046350525e-12,6.3134533800825106e-12,9.769797983504062e-12,82.15238575343973,12721.261376217559,5.35354578876072e-12,1.2297538954035338e-11,242.29697928404215,10286.580111226034,5.498829377922947e-12,1.3300237122020873e-11,197.24269826321662,9661.258290789357,3.936588573504904e-12,191.23306321181937,14310.447494158061,5.129764242207898e-12,1.7973802237960787e-11,114.08531900297693,13212.171409313338,5.664507121347971e-12,4.0965022075466735e-12,4.2798908292432244e-12,1.2278001625335112e-11,157.35844968935427,8852.222037156704,1.767298851495839e-11,2.6863259672551552e-11,125.20821677512657,10926.100750258058,2.3408320646179832e-12,66.24738191836848,12878.582953767973,1.7036113008522906e-11,3.1807218329248335e-11,121.20619694967719,11005.11460824557,1.277816956231304e-11,1.3669093242149191e-11,115.82418461933574,12261.434531711766,9.078523902578736e-12,9.833187188558371e-12,9.837588201551622e-12,1.919154445808748e-11,97.4586319462243,10667.820497442544,1.7881992888694526e-11,1.5611949963049338e-11,1.6954840868907822e-11,2.957088921183581e-11,136.17673806047875,8763.43476554916,4.925663914816301e-12,1.1325073423042907e-11,128.13862563392232,22782.962464062923,6.157567939452188e-12,3.3847886041265946e-12,1.6650454908178402e-11,222.28582643438278,7971.890896743302,2.929911017597922e-12,213.89851984211504,12998.965587777322,8.307001729629098e-12,7.124610687114464e-12,1.2089400832748284e-11,1.9064943367169603e-11,1.3135596135433749e-11,135.2107752341778,10375.369433891783,4.78049970565048e-12,133.35609192279009,14356.347098795328,7.28395416066556e-12,175.17318398256435,14646.501390317932
71.8695861727104,1.5799020018128092e-14,13499.194791867802,53.73480085130339,1.6634937222968937e-14,9512.091062689467,84.03920648762961,31.55626902651947,1.275640424206812e-14,12592.909250112676,64.58425807459096,10.622621671231135,1.8385580758666388e-14,9899.287547537318,59.33597698491798,1.5557182977015163e-14,13450.430510279466,193.38872349704104,1.3667429387858732e-14,13721.275629607177,128.63099622246395,199.70232266770364,356.0093680515918,86.99107890505029,5.508408322111802e-15,11206.24836297975,409.81258245024225,41.83245849861511,1.4236687688518273e-14,11261.9167099861,339.7610738224057,68.93330275619302,1.0664015477561188e-14,10259.076342959874,56.937545008329586,41.0906381516692,43.52215291841026,43.98632724810999,24.528761265784805,5.720579312702446e-15,20217.03164788955,79.81628102711196,96.0698870451603,175.25212498758148,58.80002017495814,1.3060382224626329e-14,9925.838928686573,59.43737699303054,47.23448543974456,61.29825069713488,85.56651489731074,22.885385369681245,5.532691563728539e-15,12514.39914509213,93.93269487439417,143.6949632945366,23.46813841765048,5.419446160771117e-15,12133.389849802772,58.34838321330664,24.680612773631974,1.7801115669344558e-14,9733.568045355267,58.66940823384873,25.674980662551437,1.624570158267237e-14,9102.675151881049,55.59929646123283,1.4582817414017216e-14,13520.918658103858,64.92700505904399,35.77528691512934,1.1270539237331842e-14,12649.213864168838,60.42437529595562,50.748169404152534,56.02851665052544,24.971222388246215,8.577609197627802e-15,8360.21571548267,401.366484873971,62.962984348376544,1.2044849173439359e-14,10123.049756784332,21.184330899405253,1.176446403513624e-14,12079.30086164421,374.24610007271923,81.11713530793996,1.2488763965033975e-14,10200.395077745687,199.0883408972521,36.83893504123588,1.2241513861904028e-14,11515.122899828617,121.56557700229892,151.56613290663836,187.73908824878384,45.29007340059522,8.319599743767356e-15,10052.96235235627,289.8508045898039,289.18761085600397,333.9072474914197,63.67385399727784,6.610675903808006e-15,8180.550534381712,57.78531120982261,19.96009954575423,1.302552188703929e-14,23169.530110690117,69.23690836827245,69.17457436468585,32.25299571708407,1.1387001953981048e-14,7363.044572024504,44.52830997176597,1.640795233510457e-14,12451.655506751413,99.19894752848339,107.4179024197202,262.98447983598464,552.6954093167378,32.33679288717751,1.2497033335311318e-14,9744.125102041175,50.306799292904635,1.338374557356937e-14,13568.802669768238,85.64559333034961,1.5445313698425592e-14,13845.373532261583
64.67528292720581,106.22519380369927,13729.368488153983,47.579779451827676,114.93909482253495,9440.955265268389,77.03849492945163,31.26687253628223,66.79713011906455,12881.389245163877,57.86024181285397,10.950622082451025,143.4760615288803,9808.741756911777,53.92679231926567,98.35947216061142,13681.628066318872,182.8743111889202,81.29950726022138,13918.65238720006,118.72000395155405,188.78396994236928,326.43715871296376,75.31373836831546,32.71721281445474,11223.74726692253,396.59382131760987,38.66297549471583,83.32319226257636,11284.301769027395,325.64708416548945,62.9275277195359,60.450872074776605,10228.726920739755,51.73366348127135,37.27414969081605,40.588650450591444,38.10225765986038,21.930653960657214,34.15151789378182,19280.88763731002,72.88874822988622,82.17176649742096,155.072591318576,47.69305297796686,70.62279118365588,9771.071778632926,53.985077239541134,43.79483440783069,50.2886044619073,68.62916696482263,19.33270247984423,32.834353171774445,12797.245968221747,88.91758275154751,117.48380718409719,22.04614027684908,35.34298812437615,12055.13508483847,53.53661880374306,21.61515190364263,130.48363651161264,9630.795818107666,53.86243077982998,22.41932312132006,108.9340429857173,9017.906957694111,51.76492751013197,96.85271444958755,13751.679875820357,57.98788986542356,31.602169611773576,60.944330261798015,12543.168743129492,55.63910549675086,48.13381990175288,52.75195824324763,21.026166053537,64.94200164833909,8168.888128914264,385.3793026563033,61.788662584062635,65.40224308097486,10097.778933935066,20.306365885657282,37.872476951200795,12157.530225740627,358.0420092532056,74.80908360146965,65.36032987350028,10173.033622645413,188.00192962122424,34.23020942992605,63.275648931452814,11553.369736894114,113.05042362593622,147.08607320161966,179.44166541826417,38.920114342950406,44.73730624647778,9874.816195136807,278.3396251540252,279.03869883821636,326.3468665581149,58.668385758050604,50.667897020721966,7978.711111501013,52.29541121660478,19.887273029617226,68.85526431259346,21970.565614747735,63.33055688420316,56.64149850930351,29.06980117546028,100.67890995153095,7354.4729528092785,40.66391465558338,114.91661728882332,12345.81189906561,91.94468871707402,102.6008704006141,237.1935666868104,492.0285642105563,30.54696437024045,69.82139345113511,9594.32946822719,46.351207176815635,70.99551035958078,13797.455848035816,78.53227035152271,94.54270744300487,14041.657923800032
6.420309774581703e-11,1.0335641824990598e-11,12949.74541028527,4.2662307309172045e-11,1.1185910391238665e-11,9072.677664934834,8.302426631129702e-11,7.105742342229357e-12,1.0724113713978547e-11,11968.894415131048,5.6175334428192075e-11,3.653382858443628e-12,1.0457018093760153e-11,9475.720000612735,4.709606602656683e-11,1.0035109642685304e-11,12914.270690121044,5.643341652531087e-10,1.069617043200549e-11,13034.135672732416,3.097456961155077e-10,1.04014521408113e-09,1.1885779702933185e-08,3.5793545425767967e-11,4.550116085851721e-12,7308.25239680466,18489.452363362252,2.4395601589114337e-11,1.0493363786930977e-11,7352.812143451415,4.974736257336019e-09,3.568799931086683e-11,1.0637418852780687e-11,10677.111694700712,4.465492336747734e-11,3.160563698968717e-11,3.446105828858903e-11,3.208066745468548e-11,5.403079625917982e-12,4.515437370835638e-12,17462.63623426425,1.0213668631336909e-10,1.725399570616598e-10,9.80214090887358e-10,1.3988599315692338e-11,1.0885996374496448e-11,10277.012334866818,4.948094963719487e-11,3.968377987299582e-11,4.8650646701691374e-11,8.775597256664978e-11,4.6086980844590264e-12,4.533090864575066e-12,11873.500422293351,2.0980426871014174e-10,3.4235658881927945e-10,7.702540112592131e-12,6.843360711828648e-12,11617.77700378166,4.6711606479147985e-11,5.642407353884144e-12,1.1009791953477222e-11,9263.102295891444,4.558339629926219e-11,5.552225863823196e-12,1.1480365825602267e-11,8580.899741251165,4.287162311521932e-11,9.898502448987808e-12,12967.296073562899,5.349353834059963e-11,7.624164694656063e-12,1.0669526024101069e-11,12095.329425133757,4.8317643295013924e-11,4.1385751956947087e-11,4.842351468546268e-11,5.037272944478279e-12,7.965455731361296e-12,7910.3163829051355,2.3038854627133187e-08,3.506232445272779e-11,1.0783926160757995e-11,10528.63575438696,2.5097807432697535e-11,1.0426505510707076e-11,7998.646529568562,1.2082233694902958e-08,4.2844527472257174e-11,1.0654180275216399e-11,10612.60192104804,1.3427780664552962e-09,2.0175192937772585e-11,1.0716911638227716e-11,8855.975238505662,4.803056229517141e-10,9.617707707424814e-10,2.8065338353177205e-09,1.0485448633727408e-11,8.620604706758707e-12,9532.867201710835,2.4322206015168035e-09,2.489718157352623e-09,8.41928767890281e-09,1.5507784786772316e-11,7.516075340727255e-12,8604.512363152307,4.7804717646724216e-11,4.931557476298652e-12,1.0668128607461776e-11,20391.074036986032,6.087999924904356e-11,5.976602574890168e-11,1.021959012559789e-11,9.166049067581606e-12,6721.68590799962,3.4520801784962546e-11,1.0326006634696033e-11,12385.95842621986,1.6432943397005432e-10,3.5153276574962595e-10,1.9750639170965544e-09,5.645432775389938e-08,1.217035636220765e-11,1.0690717263596778e-11,10063.31428262403,3.90136694640956e-11,8.636093980831759e-12,13010.861760721144,7.406221899122762e-11,1.1049873961433216e-11,13154.134413463398
5.664646091302764e-13,1.2160370788582772e-07,12741.025369779683,2.491419674239293e-13,1.1739207019998126e-07,7355.7224905887815,9.548246636571643e-13,8.613449902628742e-13,2.8121014453402326e-08,10607.804127169366,4.443452354531047e-13,1.2007251703475896e-13,21652.446950922593,7804.133419683104,2.804804321344456e-13,7.405153952462799e-08,12625.74686425762,3.2943941638880402e-12,6.800627962746638e-08,13391.053174409031,2.687485192728929e-12,3.696871662516619e-12,4.880892655919082e-12,1.7264454942407647e-12,3.262153296885247e-08,10109.613207118939,5.518851119297629e-12,1.6509532276308146e-12,5.328370641748386e-08,10100.319136901215,4.654121394324726e-12,1.609128272717437e-12,2.50185336172549e-08,9272.66141350518,2.5024129932125256e-13,2.606245997563044e-13,2.6525493054867214e-13,2.8828122117066304e-13,1.492811278517102e-13,3.127561117461644e-08,30295.98895507672,8.936232779211187e-13,2.0108948445777593e-12,3.515346324055443e-12,1.3341126664207801e-12,4.037523690747047e-08,8652.14034175877,2.998065877359098e-13,3.486475902720058e-13,4.686498268453345e-13,7.843301625659364e-13,3.593348589057575e-13,3.167814845289325e-08,10524.008506897595,2.2627887589050028e-12,2.4052586820595134e-12,1.2151469663004486e-12,5.036080337700397e-08,11577.968402107286,2.613706887197385e-13,3.406975380524546e-13,4.856415650234848e-07,7783.881098230508,2.610862964562334e-13,1.8165299137492056e-13,9.587329450195777e-08,7393.022385410634,5.039888286799289e-13,1.4427947544267024e-07,12783.69672399968,4.480153806938312e-13,5.905267605030322e-13,2.4714155521827087e-08,12131.891122432504,2.903319124265089e-13,3.0302826098008913e-13,4.573300696257705e-13,2.420735145543612e-13,1.0847962497549787e-07,6958.8572995976265,5.114856874572434e-12,1.639488362462811e-12,3.213200792123879e-08,9115.16902834534,2.2967776431002285e-13,4.206712582341095e-08,10800.945506353957,4.9619396145746864e-12,1.7114717429540477e-12,2.207193567502143e-08,9216.508697624415,3.667617160258346e-12,1.5904363130948e-12,1.9967273308312363e-08,10498.734890276448,2.701159850458772e-12,3.4316228504114895e-12,4.0977601975522015e-12,1.252980601997451e-12,4.628132960755155e-08,9085.140375957786,4.3573935019993306e-12,4.431182944222044e-12,4.895787285154265e-12,1.3466541593883413e-12,1.1979655964824195e-07,7394.40089290358,2.8806960402687373e-13,1.680373798528488e-13,3.231682872378134e-08,36487.55809980957,4.3577793652999826e-13,5.881591130375637e-13,4.588401790418155e-13,8.479917390506915e-07,7239.315698261985,3.218173975656083e-13,1.5615364329813353e-07,9800.654151901808,1.71037098475333e-12,2.7353209809482875e-12,4.110143650868446e-12,5.256755816734728e-12,1.4561202892623687e-12,4.93670772162922e-08,8678.864915494678,2.4223700718541695e-13,1.6821633564724752e-07,12848.424846525671,8.839125603034387e-13,7.559231575849507e-08,13538.748857621003
2.9864829674089543e-13,5.210886575198426e-13,14653.168771620565,2.3444742821459815e-13,5.789336004122892e-13,9925.140735672123,3.3158917487595293e-13,1.5489291561910408e-12,4.3032557092881424e-13,14221.868286840912,2.781466312984796e-13,1.0073914992527989e-12,6.026190678302799e-13,10118.49842202986,2.4825555033368523e-13,5.104958178057755e-13,14558.659219067236,4.630589775867716e-13,4.586043050605518e-13,15033.588528677257,4.2232238245447163e-13,4.606893516235647e-13,6.001133120389812e-13,1.8156513128321629e-12,1.4470148846078081e-13,12246.641662564849,5.861758425625694e-13,7.094419514286437e-13,4.735234755716191e-13,12147.20562852121,5.914435365541494e-13,1.8617612772498055e-12,4.330691035716978e-13,10836.705321964722,2.376601116881853e-13,2.1735009087554407e-13,2.253583472444542e-13,2.209223825262389e-13,1.074610961562657e-12,1.4883297089488678e-13,23374.541552985193,3.2396561377999553e-13,3.3710723045286707e-13,4.233278698978203e-13,1.7567556790955564e-12,4.489035478206031e-13,10115.951344076811,2.519449740877182e-13,2.4404623597453093e-13,2.4528337722710733e-13,2.62842524948262e-13,1.0751823248361871e-12,1.4549914477430147e-13,14228.52093051231,3.720247623122815e-13,3.2113839272516933e-13,4.315917923758634e-13,1.305643986235003e-13,13411.024752446534,2.425306642628323e-13,1.074804266956345e-12,5.861133615802589e-13,10172.711794483077,2.4454782677975155e-13,1.0448003674736516e-12,5.688783913687352e-13,9906.18086829529,2.7233929614640385e-13,4.726975902431002e-13,14683.770918927974,2.780760274299025e-13,1.3485572912192368e-12,3.7919582038065496e-13,13564.193073698792,2.554798183777196e-13,2.466443945722613e-13,2.7367585784815084e-13,1.037513821778331e-12,3.057628718318669e-13,8593.996203741359,6.049008051024265e-13,1.894080839816891e-12,4.1241573336262103e-13,10738.557918982173,2.33834675951277e-13,5.299115763726822e-13,12253.886128932954,5.951696833401333e-13,1.9942975956649632e-12,4.1853753539633404e-13,10811.97338150117,4.912295773878566e-13,6.395937800772017e-13,4.0930339616261243e-13,12342.460571640533,4.2040875429955104e-13,4.680189835352539e-13,4.817996872779457e-13,1.7917271332137892e-12,2.5344825772212936e-13,10302.325043174933,6.255992663311945e-13,5.955239281761701e-13,6.150874758577303e-13,1.9452035506073273e-12,1.5662769993715143e-13,8589.65903106242,2.4736300227788293e-13,1.150901526544469e-12,4.3360264623585243e-13,24909.601566132005,2.8268329866710755e-13,2.545387053069181e-13,1.2922530888350922e-12,4.552915651767046e-13,8679.581126077732,2.3277881160466894e-13,5.38439981851822e-13,11509.435129495565,3.744137535734828e-13,4.0605047673653377e-13,5.2631704426839e-13,9.427176393148513e-13,6.166590872159695e-13,4.226873727278849e-13,10076.735187668839,2.4710564329029907e-13,5.523532634429843e-13,14731.055273591603,3.29952020858508e-13,5.258819263973509e-13,15105.752986618128
8.958372207347755e-10,1.899724355289176e-10,12985.87914334995,5.476339741705063e-10,2.04830542971796e-10,9043.679266923382,1.1218527980758665e-09,1.389117905855138e-10,1.1142530237588611e-10,12027.222678666809,7.8543199983403e-10,4.295458896216597e-11,2.5471649886391897e-10,9419.634051290142,6.040085594100185e-10,1.725362611159537e-10,12939.26726680128,4.645425986839394e-09,1.4610045658704754e-10,13088.152495224549,3.2317161243424126e-09,7.57541169404397e-09,2.2101412538368006e-07,4.0733250999514765e-10,6.113128843262709e-11,7125.76926409936,18490.82072331625,3.27098234014145e-10,1.4571989417249455e-10,7167.772027982345,7.585340246024609e-08,3.6959537427464596e-10,9.321085063255307e-11,10560.215298115825,5.662887179034022e-10,4.2417707721399934e-10,4.722665636830271e-10,4.51001472271861e-10,6.945778374791516e-11,6.531350857723423e-11,18805.598580828275,1.258263484049152e-09,1.9054141514749904e-09,8.374247630202745e-09,2.4096557100451134e-10,1.1720734106964503e-10,9819.233502161764,6.266392552680532e-10,5.951949634665482e-10,7.582013304894395e-10,1.1161588230554949e-09,6.922506302318311e-11,6.164739805680146e-11,11935.588087475095,2.2770279257294613e-09,3.80382545612605e-09,1.6172404374196237e-10,6.418945202519766e-11,11523.105859010966,5.86998198880421e-10,8.0501757408936e-11,2.371242104756475e-10,9221.453621076706,5.844839331352018e-10,7.550076761182898e-11,1.9531184045790625e-10,8581.766603100075,7.17476053497779e-10,1.7420348712706702e-10,13007.938419880575,7.758449434333399e-10,1.4171990713189558e-10,1.0782904349353227e-10,12013.81750956022,6.227969721200129e-10,5.784500087138099e-10,7.453182000312905e-10,7.103245514920166e-11,1.1437969098434062e-10,7806.44330501055,5.40603556544849e-07,3.8117160473548693e-10,1.1106779433964798e-10,10409.464471441932,3.71959191115417e-10,1.267191642783987e-10,7811.244459861729,2.5759024527722283e-07,4.213438241366419e-10,1.0833630931127739e-10,10495.067332617065,1.0436289295593923e-08,2.9247271399176374e-10,1.0835895885419205e-10,8233.451417518887,5.082986358211155e-09,8.493100467976347e-09,2.2347277345549692e-08,1.8573814445980322e-10,8.082049405032466e-11,9243.996564225648,2.7128448860344904e-08,2.8465914025951016e-08,1.4152293581654073e-07,2.7097014247529595e-10,8.637788676587577e-11,8802.738629099638,6.077338515895995e-10,5.880810520798284e-11,1.1592759681543001e-10,21761.391677426174,8.128122324503534e-10,8.653180025773528e-10,1.4563121555067293e-10,1.5836962589728378e-10,6773.715146624353,5.058659518107422e-10,2.0552113368467376e-10,12169.849127070296,2.010468268234165e-09,3.5562150172988956e-09,1.873708130501706e-08,1.7475186903262267e-06,2.2380677616718005e-10,1.2233045667703134e-10,9622.990473509495,5.336489500955921e-10,1.63051799805129e-10,13052.513639322266,1.048697234886906e-09,1.6935486743683945e-10,13211.454513472074
3.959676189387963e-13,1.4663933672808024e-11,14710.979950200746,3.0422677474810044e-13,1.6137537365994e-11,9942.65594102543,4.4690401203832653e-13,1.6656938908523435e-12,1.2190448223633641e-11,14281.42280820302,3.6568997895693985e-13,1.0379867820535588e-12,1.698544451803312e-11,10109.263539467163,3.2288041776716804e-13,1.4342245265145452e-11,14619.850074858063,6.728654038446732e-13,1.29739519404092e-11,15073.272111620085,5.939771656383776e-13,6.754695463768664e-13,8.887036985620056e-13,1.8786143239040615e-12,1.882480245490954e-12,12247.030242395816,8.624539451751594e-13,9.179436630498749e-13,1.3197047194787979e-11,12152.42968056659,8.668273091353115e-13,2.0256903333298746e-12,1.2791931588943677e-11,10825.16054046443,3.0850083952934327e-13,2.809572016286617e-13,2.9255251781266547e-13,2.8512415181244105e-13,1.1500666365666275e-12,1.9881799027015045e-12,23123.561096548983,4.340288425716431e-13,4.64084346771816e-13,6.093951533571705e-13,1.72023622277538e-12,1.286842207473004e-11,10101.608104547737,3.278875887809711e-13,3.18135288452014e-13,3.190620074332453e-13,3.481808377839955e-13,1.2715738368997094e-12,1.8985091055790586e-12,14283.498102547625,5.18829746863008e-13,4.502880417386489e-13,6.342986898986823e-13,5.495100506176344e-12,13431.422264895937,3.151178930777984e-13,1.2495021521610165e-12,1.6672250097958036e-11,10158.063948491046,3.1796184042342293e-13,1.1519917495900981e-12,1.6060858644869862e-11,9911.230027699135,3.601309868327231e-13,1.4035252076310833e-11,14740.129994114835,3.6602029334727175e-13,1.493310478977923e-12,1.0152568070694779e-11,13594.558505324607,3.3301963162596986e-13,3.228809512866173e-13,3.6176857765364384e-13,1.1857077334729993e-12,1.2461541672231233e-11,8598.670008170444,8.931891287368931e-13,2.1049863596179543e-12,1.1338221990081592e-11,10726.81270158704,3.014501808486542e-13,1.509412377237574e-11,12295.34659515902,8.780923191057671e-13,2.133297506268094e-12,1.1799952618691987e-11,10799.503655355256,7.05513246684159e-13,8.37713655422903e-13,1.1249304463750434e-11,12354.523327253883,5.857977254855466e-13,6.668915079582803e-13,6.947063111823888e-13,1.7769506824014934e-12,7.532184251284073e-12,10285.511880451846,9.051763840370111e-13,8.817351376468616e-13,9.079910340780158e-13,2.0844216660382233e-12,8.884869790598045e-12,8571.66792731044,3.216581069118721e-13,1.2222535642534468e-12,1.2096876389065611e-11,24683.009348273692,3.719256967947312e-13,3.3392368514538754e-13,1.4171466664655462e-12,1.6469288583007337e-11,8784.611682469698,3.01794688042607e-13,1.531302428551091e-11,11445.879879636292,5.132965954390068e-13,5.707443333858861e-13,7.814746955131892e-13,1.3259296737561405e-12,8.333780796737881e-13,1.1800141601754713e-11,10058.33525629505,3.22025421224283e-13,1.5383191288274605e-11,14786.97990871801,4.4509747425339553e-13,1.5070574428008957e-11,15146.371494483492
