0 ocgt,1 ocgt,2 ocgt,0 wind,1 wind,2 wind,0 solar,1 solar,2 solar
569.4974874371874,2021.1784467789305,3040.0616083937603,14560.301507537686,50937.013431776606,53328.755565782136,5.631404667324851e-15,14503.717906604184,9348.103713100732
2119.506383136793,525.5149290540332,6.748667683020848e-08,3567.3306160889315,59417.55609783812,75024.46314675022,1.5447662327951195e-07,8207.086171584511,7329.198453459075
1632.0487597805377,1206.619457231973,4422.975294945063,3.855371904413579e-11,62887.62554529917,37635.196858762516,1.46398909121701e-11,17527.246612438128,60655.6397316602
3167.999894649224,4375.904699522785,3446.108029001449,20151.934457150986,50104.680935139375,68475.89930545558,3.2931603760345593e-13,7.207293194199029e-13,9.743139907057922e-13
8388.292386982599,9644.629375090126,9495.094380904347,16017.241379190686,47157.34413751376,56284.987848480254,1.568843859857394e-08,18781.384168754328,4864.291500801767
1.3107583164487235e-06,4707.884242340876,44.973017660185484,17513.56457555266,48491.60613225767,79142.66687442144,1.717646357801304e-09,4.1561903723916845e-09,2.7903747332156683e-09
454.28429745560715,1585.0490463705412,5137.140097630069,14821.276149043102,50688.22335340555,36771.418752502985,2.6930894961107272e-08,35805.700684382005,46694.10958868335
8377.811956603926,9678.614169874072,9471.59001640876,16017.241378941428,47157.344137425614,56284.98784889175,3.207781647251995e-08,18781.384168837543,4864.291500633741
8.393167342428745e-08,4707.884246566106,44.97301402519447,17513.564601634193,48491.606096072566,79142.66688328964,2.1189752598784525e-09,7.415163292526401e-09,5.243035046268232e-09
8356.729217022177,9644.599756340289,9526.687169657687,16017.241379196592,47157.34413740799,56284.987848617064,5.700388749651193e-09,18781.384168830005,4864.29150067606
505.6886056761481,1575.96005031419,5088.935992366973,14752.244874513523,50534.99353501556,37022.255942232056,4.069529301162983e-09,36859.14418424856,45619.44473078585
1.9433924957457105e-05,3883.490476206918,1.8013347419573028e-06,18350.014454262247,44073.85979973556,80941.22227367853,3.4652709323475424e-07,5302.860664616622,5.481382652893635e-07
2263.3642277079616,1593.541965912462,3410.1895546477494,8.664752835983884e-13,63721.94241942492,36902.05524482976,5.928994183650459e-13,12429.026282342418,64608.918247984104
1994.7223554542445,1761.614533092523,3239.636928686021,9.339488778411577e-09,104280.45462091743,5443.847171141641,2.5424005865737494e-09,1.3408330325016802e-08,35121.953323435635
7973.642329527976,9222.53874675212,9295.289776860256,16017.241379224593,47157.34413733486,51917.015447628364,1.4814737923831561e-08,18781.384169167686,15042.869388999618
298.62057671849465,2541.000570669834,5662.095314686039,17137.925089872602,47761.552612905296,38312.51691839037,7.013960872867542e-08,40463.22664376082,40260.02621204341
2169.800588004423,1596.5355422413716,2919.9763013748584,8.430767329003803e-09,95131.21814309266,15905.303138997273,2.3384814445693736e-09,1.0734770077484333e-08,32882.515756456276
527.2627094139282,1547.531031440014,4996.7362496446285,14310.809727758153,50298.05981668757,38455.888002388936,5.400248110808137e-05,45249.19237109244,36049.0560487039
3.310440141318649e-07,4707.884243005947,44.97301786309889,17513.5645836591,48491.60612738903,79142.66687116433,2.733939084560537e-09,5.856590817236544e-09,4.9069557046116374e-09
2046.821169068174,1848.8260968210875,3100.3265522255515,2.2081516404850028e-08,104280.45464346561,5443.847145380596,5.7619428077774405e-09,2.4816689828837025e-08,35121.9533289184
505.6886047665297,1575.9600506344996,5088.93599305287,14752.244876164792,50534.99353714325,37022.25593842739,1.8367378285425264e-07,36859.14416641458,45619.44474803739
2.2705612035185153e-10,2540.1323075169303,1029.9758295976844,18599.290780134947,51439.13957541927,71708.27106904742,1.4874419199527203e-11,8935.854666089765,4.5551044896728274e-11
8402.704443941606,9695.277765514584,9396.451248353715,15445.544554592881,47157.344137451684,57062.21399254176,6.717952267166918e-08,18781.384168340897,4494.183813176029
8385.861170954371,9690.239867486562,9451.915104351794,16017.241378543245,47157.344137664164,56284.98784887401,1.3770358614495493e-07,18781.38416869936,4864.291500856976
8356.58079914612,9644.426866425882,9527.008477447522,16017.241379194542,47157.34413741001,56284.98784861769,5.735776097772987e-09,18781.38416882953,4864.291500675629
2079.120030311224,1251.3069735787465,3665.5468079903985,1.4685255849160298e-09,104280.45446292432,5443.847351829875,4.882322351015304e-10,2.0539460040424274e-09,35121.953284748124
2103.7693359451205,1449.959836454633,3442.244645012722,2.3333251716406557e-13,104280.45462641762,5443.847164898108,9.933394409176231e-14,3.1863292176979215e-13,35121.953324763665
3.3888598098292394e-08,3908.0409367818097,1.6121650124571057e-07,18598.566308486555,43357.88029305015,81250.67227782856,6.797745944817244e-09,5719.302234305042,1.7317927584385126e-08
3.297602880654449e-07,4707.884242709131,44.97301822358505,17513.56458358718,48491.606129943924,79142.66686863397,3.1443830830377942e-09,1.1790106281355482e-08,5.9433985543418805e-09
7.916006412379047e-12,4707.884243369552,44.9730177630961,17513.56458623616,48491.60612423426,79142.66687175534,2.613445960255151e-13,9.283572694756092e-13,7.514511255898127e-13
4.650274905444984e-08,3908.1127904665914,8.557838414774204e-09,18599.290779809136,43355.79117857009,81251.5742086129,1.6767080478894647e-09,5720.515855589148,4.146227644233532e-09
