"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2018 12:15 - 05.01.2018 12:30","67008","70593"
"05.01.2018 12:30 - 05.01.2018 12:45","66609","70403"
"05.01.2018 12:45 - 05.01.2018 13:00","66740","69512"
"05.01.2018 13:00 - 05.01.2018 13:15","66740","69465"
"05.01.2018 13:15 - 05.01.2018 13:30","66509","68896"
"05.01.2018 13:30 - 05.01.2018 13:45","65910","68163"
"05.01.2018 13:45 - 05.01.2018 14:00","65515","67324"
"05.01.2018 14:00 - 05.01.2018 14:15","65293","67017"
"05.01.2018 14:15 - 05.01.2018 14:30","64684","66818"
"05.01.2018 14:30 - 05.01.2018 14:45","64643","66571"
"05.01.2018 14:45 - 05.01.2018 15:00","64656","65685"
"05.01.2018 15:00 - 05.01.2018 15:15","64649","65621"
"05.01.2018 15:15 - 05.01.2018 15:30","64195","65071"
"05.01.2018 15:30 - 05.01.2018 15:45","64174","65255"
"05.01.2018 15:45 - 05.01.2018 16:00","64097","65096"
"05.01.2018 16:00 - 05.01.2018 16:15","64755","64766"
"05.01.2018 16:15 - 05.01.2018 16:30","65041","65020"
"05.01.2018 16:30 - 05.01.2018 16:45","65466","65861"
"05.01.2018 16:45 - 05.01.2018 17:00","66503","66889"
"05.01.2018 17:00 - 05.01.2018 17:15","67698","67442"
"05.01.2018 17:15 - 05.01.2018 17:30","68125","67481"
"05.01.2018 17:30 - 05.01.2018 17:45","68427","67551"
"05.01.2018 17:45 - 05.01.2018 18:00","68641","67618"
"05.01.2018 18:00 - 05.01.2018 18:15","68274","67179"
"05.01.2018 18:15 - 05.01.2018 18:30","68317","67260"
"05.01.2018 18:30 - 05.01.2018 18:45","67990","67267"
"05.01.2018 18:45 - 05.01.2018 19:00","67368","66599"
"05.01.2018 19:00 - 05.01.2018 19:15","66978","66452"
"05.01.2018 19:15 - 05.01.2018 19:30","66337","65419"
"05.01.2018 19:30 - 05.01.2018 19:45","65729","64871"
"05.01.2018 19:45 - 05.01.2018 20:00","64962","63974"
"05.01.2018 20:00 - 05.01.2018 20:15","63692","62898"
"05.01.2018 20:15 - 05.01.2018 20:30","62122","61681"
"05.01.2018 20:30 - 05.01.2018 20:45","61614","60438"
"05.01.2018 20:45 - 05.01.2018 21:00","60767","59343"
"05.01.2018 21:00 - 05.01.2018 21:15","59498","58574"
"05.01.2018 21:15 - 05.01.2018 21:30","59084","57600"
"05.01.2018 21:30 - 05.01.2018 21:45","59294","57133"
"05.01.2018 21:45 - 05.01.2018 22:00","58278","56379"
"05.01.2018 22:00 - 05.01.2018 22:15","58473","56988"
"05.01.2018 22:15 - 05.01.2018 22:30","57197","56625"
"05.01.2018 22:30 - 05.01.2018 22:45","56689","56028"
"05.01.2018 22:45 - 05.01.2018 23:00","55448","55176"
"05.01.2018 23:00 - 05.01.2018 23:15","54491","54716"
"05.01.2018 23:15 - 05.01.2018 23:30","53296","53736"
"05.01.2018 23:30 - 05.01.2018 23:45","52227","52654"
"05.01.2018 23:45 - 06.01.2018 00:00","51263","51655"
"06.01.2018 00:00 - 06.01.2018 00:15","48406","50918"
"06.01.2018 00:15 - 06.01.2018 00:30","47882","50014"
"06.01.2018 00:30 - 06.01.2018 00:45","47474","49301"
"06.01.2018 00:45 - 06.01.2018 01:00","46914","48509"
"06.01.2018 01:00 - 06.01.2018 01:15","46304","47585"
"06.01.2018 01:15 - 06.01.2018 01:30","46038","47008"
"06.01.2018 01:30 - 06.01.2018 01:45","45656","46874"
"06.01.2018 01:45 - 06.01.2018 02:00","45465","46504"
"06.01.2018 02:00 - 06.01.2018 02:15","45102","45674"
"06.01.2018 02:15 - 06.01.2018 02:30","44842","45250"
"06.01.2018 02:30 - 06.01.2018 02:45","44698","44823"
"06.01.2018 02:45 - 06.01.2018 03:00","44673","44938"
"06.01.2018 03:00 - 06.01.2018 03:15","44504","44997"
"06.01.2018 03:15 - 06.01.2018 03:30","44413","45105"
"06.01.2018 03:30 - 06.01.2018 03:45","44390","44995"
"06.01.2018 03:45 - 06.01.2018 04:00","44391","44858"
"06.01.2018 04:00 - 06.01.2018 04:15","44373","45316"
"06.01.2018 04:15 - 06.01.2018 04:30","44354","45342"
"06.01.2018 04:30 - 06.01.2018 04:45","44388","45185"
"06.01.2018 04:45 - 06.01.2018 05:00","44355","45056"
"06.01.2018 05:00 - 06.01.2018 05:15","44518","45497"
"06.01.2018 05:15 - 06.01.2018 05:30","44159","45290"
"06.01.2018 05:30 - 06.01.2018 05:45","44071","44994"
"06.01.2018 05:45 - 06.01.2018 06:00","43697","44725"
"06.01.2018 06:00 - 06.01.2018 06:15","43269","45043"
"06.01.2018 06:15 - 06.01.2018 06:30","43909","45467"
"06.01.2018 06:30 - 06.01.2018 06:45","43892","45872"
"06.01.2018 06:45 - 06.01.2018 07:00","44406","46463"
"06.01.2018 07:00 - 06.01.2018 07:15","44964","47702"
"06.01.2018 07:15 - 06.01.2018 07:30","45705","48347"
"06.01.2018 07:30 - 06.01.2018 07:45","48174","48643"
"06.01.2018 07:45 - 06.01.2018 08:00","48812","49255"
"06.01.2018 08:00 - 06.01.2018 08:15","49782","50327"
"06.01.2018 08:15 - 06.01.2018 08:30","50230","50607"
"06.01.2018 08:30 - 06.01.2018 08:45","50839","51192"
"06.01.2018 08:45 - 06.01.2018 09:00","51398","51884"
"06.01.2018 09:00 - 06.01.2018 09:15","52276","52987"
"06.01.2018 09:15 - 06.01.2018 09:30","52867","54101"
"06.01.2018 09:30 - 06.01.2018 09:45","53196","54668"
"06.01.2018 09:45 - 06.01.2018 10:00","53452","54954"
"06.01.2018 10:00 - 06.01.2018 10:15","53934","55638"
"06.01.2018 10:15 - 06.01.2018 10:30","54305","55991"
"06.01.2018 10:30 - 06.01.2018 10:45","54559","56136"
"06.01.2018 10:45 - 06.01.2018 11:00","55219","56396"
"06.01.2018 11:00 - 06.01.2018 11:15","55377","56918"
"06.01.2018 11:15 - 06.01.2018 11:30","55755","57430"
"06.01.2018 11:30 - 06.01.2018 11:45","56373","58040"
"06.01.2018 11:45 - 06.01.2018 12:00","56492","58090"
"06.01.2018 12:00 - 06.01.2018 12:15","55799","58128"
"06.01.2018 12:15 - 06.01.2018 12:30","55932","58292"
"06.01.2018 12:30 - 06.01.2018 12:45","55447","57819"
"06.01.2018 12:45 - 06.01.2018 13:00","55205","57416"
"06.01.2018 13:00 - 06.01.2018 13:15","55251","57146"
"06.01.2018 13:15 - 06.01.2018 13:30","54414","56981"
"06.01.2018 13:30 - 06.01.2018 13:45","54427","56460"
"06.01.2018 13:45 - 06.01.2018 14:00","53599","55890"
"06.01.2018 14:00 - 06.01.2018 14:15","53553","55235"
"06.01.2018 14:15 - 06.01.2018 14:30","52910","55237"
"06.01.2018 14:30 - 06.01.2018 14:45","53215","55089"
"06.01.2018 14:45 - 06.01.2018 15:00","53448","54751"
"06.01.2018 15:00 - 06.01.2018 15:15","53757","54580"
"06.01.2018 15:15 - 06.01.2018 15:30","53040","54625"
"06.01.2018 15:30 - 06.01.2018 15:45","53170","54729"
"06.01.2018 15:45 - 06.01.2018 16:00","53068","54903"
"06.01.2018 16:00 - 06.01.2018 16:15","53915","55171"
"06.01.2018 16:15 - 06.01.2018 16:30","54360","55881"
"06.01.2018 16:30 - 06.01.2018 16:45","55120","57072"
"06.01.2018 16:45 - 06.01.2018 17:00","55586","58119"
"06.01.2018 17:00 - 06.01.2018 17:15","57275","59175"
"06.01.2018 17:15 - 06.01.2018 17:30","57960","59655"
"06.01.2018 17:30 - 06.01.2018 17:45","58792","60134"
"06.01.2018 17:45 - 06.01.2018 18:00","58793","60680"
"06.01.2018 18:00 - 06.01.2018 18:15","58852","61119"
"06.01.2018 18:15 - 06.01.2018 18:30","59041","60559"
"06.01.2018 18:30 - 06.01.2018 18:45","58829","60373"
"06.01.2018 18:45 - 06.01.2018 19:00","58563","60093"
"06.01.2018 19:00 - 06.01.2018 19:15","58397","60003"
"06.01.2018 19:15 - 06.01.2018 19:30","57959","59201"
"06.01.2018 19:30 - 06.01.2018 19:45","57427","58515"
"06.01.2018 19:45 - 06.01.2018 20:00","56833","57859"
"06.01.2018 20:00 - 06.01.2018 20:15","55809","56979"
"06.01.2018 20:15 - 06.01.2018 20:30","54819","55647"
"06.01.2018 20:30 - 06.01.2018 20:45","53775","54622"
"06.01.2018 20:45 - 06.01.2018 21:00","53343","54207"
"06.01.2018 21:00 - 06.01.2018 21:15","52479","53536"
"06.01.2018 21:15 - 06.01.2018 21:30","52138","52827"
"06.01.2018 21:30 - 06.01.2018 21:45","52422","52505"
"06.01.2018 21:45 - 06.01.2018 22:00","51870","52035"
"06.01.2018 22:00 - 06.01.2018 22:15","52553","52548"
"06.01.2018 22:15 - 06.01.2018 22:30","52021","51908"
"06.01.2018 22:30 - 06.01.2018 22:45","51498","51342"
"06.01.2018 22:45 - 06.01.2018 23:00","50677","50434"
"06.01.2018 23:00 - 06.01.2018 23:15","49724","49867"
"06.01.2018 23:15 - 06.01.2018 23:30","48956","48816"
"06.01.2018 23:30 - 06.01.2018 23:45","48152","47936"
"06.01.2018 23:45 - 07.01.2018 00:00","47489","47113"
"07.01.2018 00:00 - 07.01.2018 00:15","46477","46308"
"07.01.2018 00:15 - 07.01.2018 00:30","45914","45310"
"07.01.2018 00:30 - 07.01.2018 00:45","45515","44775"
"07.01.2018 00:45 - 07.01.2018 01:00","45034","44324"
"07.01.2018 01:00 - 07.01.2018 01:15","44499","43905"
"07.01.2018 01:15 - 07.01.2018 01:30","44180","43262"
"07.01.2018 01:30 - 07.01.2018 01:45","43853","42609"
"07.01.2018 01:45 - 07.01.2018 02:00","43679","42696"
"07.01.2018 02:00 - 07.01.2018 02:15","43466","42546"
"07.01.2018 02:15 - 07.01.2018 02:30","43240","42415"
"07.01.2018 02:30 - 07.01.2018 02:45","43093","42251"
"07.01.2018 02:45 - 07.01.2018 03:00","42995","42218"
"07.01.2018 03:00 - 07.01.2018 03:15","42987","42114"
"07.01.2018 03:15 - 07.01.2018 03:30","42876","42191"
"07.01.2018 03:30 - 07.01.2018 03:45","42873","42238"
"07.01.2018 03:45 - 07.01.2018 04:00","42826","42331"
"07.01.2018 04:00 - 07.01.2018 04:15","42853","42397"
"07.01.2018 04:15 - 07.01.2018 04:30","42808","42360"
"07.01.2018 04:30 - 07.01.2018 04:45","42825","42402"
"07.01.2018 04:45 - 07.01.2018 05:00","42739","42210"
"07.01.2018 05:00 - 07.01.2018 05:15","42819","42273"
"07.01.2018 05:15 - 07.01.2018 05:30","42343","41930"
"07.01.2018 05:30 - 07.01.2018 05:45","42263","41626"
"07.01.2018 05:45 - 07.01.2018 06:00","41933","41248"
"07.01.2018 06:00 - 07.01.2018 06:15","41214","40702"
"07.01.2018 06:15 - 07.01.2018 06:30","41595","40758"
"07.01.2018 06:30 - 07.01.2018 06:45","41693","40942"
"07.01.2018 06:45 - 07.01.2018 07:00","42037","41061"
"07.01.2018 07:00 - 07.01.2018 07:15","42382","41777"
"07.01.2018 07:15 - 07.01.2018 07:30","42919","42250"
"07.01.2018 07:30 - 07.01.2018 07:45","43896","43022"
"07.01.2018 07:45 - 07.01.2018 08:00","44698","44000"
"07.01.2018 08:00 - 07.01.2018 08:15","45366","45158"
"07.01.2018 08:15 - 07.01.2018 08:30","45781","45708"
"07.01.2018 08:30 - 07.01.2018 08:45","46670","46424"
"07.01.2018 08:45 - 07.01.2018 09:00","47271","N/A"
"07.01.2018 09:00 - 07.01.2018 09:15","48270","48713"
"07.01.2018 09:15 - 07.01.2018 09:30","49108","50025"
"07.01.2018 09:30 - 07.01.2018 09:45","49593","50761"
"07.01.2018 09:45 - 07.01.2018 10:00","49950","51506"
"07.01.2018 10:00 - 07.01.2018 10:15","50560","52277"
"07.01.2018 10:15 - 07.01.2018 10:30","51022","52650"
"07.01.2018 10:30 - 07.01.2018 10:45","51407","53294"
"07.01.2018 10:45 - 07.01.2018 11:00","52222","54286"
"07.01.2018 11:00 - 07.01.2018 11:15","52600","55434"
"07.01.2018 11:15 - 07.01.2018 11:30","53315","56542"
"07.01.2018 11:30 - 07.01.2018 11:45","53995","57034"
"07.01.2018 11:45 - 07.01.2018 12:00","54165","57034"
"07.01.2018 12:00 - 07.01.2018 12:15","53742","56780"
"07.01.2018 12:15 - 07.01.2018 12:30","53990","56470"
"07.01.2018 12:30 - 07.01.2018 12:45","53494","56301"
"07.01.2018 12:45 - 07.01.2018 13:00","53166","55830"
"07.01.2018 13:00 - 07.01.2018 13:15","52944","55738"
"07.01.2018 13:15 - 07.01.2018 13:30","52526","55243"
"07.01.2018 13:30 - 07.01.2018 13:45","52474","55018"
"07.01.2018 13:45 - 07.01.2018 14:00","51708","54305"
"07.01.2018 14:00 - 07.01.2018 14:15","51631","53610"
"07.01.2018 14:15 - 07.01.2018 14:30","51255","53053"
"07.01.2018 14:30 - 07.01.2018 14:45","51418","52928"
"07.01.2018 14:45 - 07.01.2018 15:00","51491","52579"
"07.01.2018 15:00 - 07.01.2018 15:15","51823","52779"
"07.01.2018 15:15 - 07.01.2018 15:30","51133","52632"
"07.01.2018 15:30 - 07.01.2018 15:45","51232","52466"
"07.01.2018 15:45 - 07.01.2018 16:00","51136","52779"
"07.01.2018 16:00 - 07.01.2018 16:15","51937","53472"
"07.01.2018 16:15 - 07.01.2018 16:30","52548","53855"
"07.01.2018 16:30 - 07.01.2018 16:45","53134","54859"
"07.01.2018 16:45 - 07.01.2018 17:00","53642","56561"
"07.01.2018 17:00 - 07.01.2018 17:15","55277","58422"
"07.01.2018 17:15 - 07.01.2018 17:30","56147","59359"
"07.01.2018 17:30 - 07.01.2018 17:45","57079","60087"
"07.01.2018 17:45 - 07.01.2018 18:00","57146","60248"
"07.01.2018 18:00 - 07.01.2018 18:15","57274","60558"
"07.01.2018 18:15 - 07.01.2018 18:30","57522","60935"
"07.01.2018 18:30 - 07.01.2018 18:45","57242","60947"
"07.01.2018 18:45 - 07.01.2018 19:00","57014","60548"
"07.01.2018 19:00 - 07.01.2018 19:15","56806","60191"
"07.01.2018 19:15 - 07.01.2018 19:30","56358","59530"
"07.01.2018 19:30 - 07.01.2018 19:45","55942","58933"
"07.01.2018 19:45 - 07.01.2018 20:00","55180","58131"
"07.01.2018 20:00 - 07.01.2018 20:15","54582","57933"
"07.01.2018 20:15 - 07.01.2018 20:30","53780","56864"
"07.01.2018 20:30 - 07.01.2018 20:45","52519","56270"
"07.01.2018 20:45 - 07.01.2018 21:00","52333","55689"
"07.01.2018 21:00 - 07.01.2018 21:15","51572","55092"
"07.01.2018 21:15 - 07.01.2018 21:30","51312","54527"
"07.01.2018 21:30 - 07.01.2018 21:45","51837","54296"
"07.01.2018 21:45 - 07.01.2018 22:00","51765","54502"
"07.01.2018 22:00 - 07.01.2018 22:15","52593","56031"
"07.01.2018 22:15 - 07.01.2018 22:30","52169","55435"
"07.01.2018 22:30 - 07.01.2018 22:45","51546","54614"
"07.01.2018 22:45 - 07.01.2018 23:00","50640","53764"
"07.01.2018 23:00 - 07.01.2018 23:15","49652","53073"
"07.01.2018 23:15 - 07.01.2018 23:30","48975","52073"
"07.01.2018 23:30 - 07.01.2018 23:45","48309","50824"
"07.01.2018 23:45 - 08.01.2018 00:00","47969","50109"
"08.01.2018 00:00 - 08.01.2018 00:15","47597","49298"
"08.01.2018 00:15 - 08.01.2018 00:30","47214","48847"
"08.01.2018 00:30 - 08.01.2018 00:45","46714","48549"
"08.01.2018 00:45 - 08.01.2018 01:00","46227","48227"
"08.01.2018 01:00 - 08.01.2018 01:15","45807","47366"
"08.01.2018 01:15 - 08.01.2018 01:30","45572","47089"
"08.01.2018 01:30 - 08.01.2018 01:45","45299","46920"
"08.01.2018 01:45 - 08.01.2018 02:00","45194","46643"
"08.01.2018 02:00 - 08.01.2018 02:15","44903","46554"
"08.01.2018 02:15 - 08.01.2018 02:30","44869","46464"
"08.01.2018 02:30 - 08.01.2018 02:45","44900","46622"
"08.01.2018 02:45 - 08.01.2018 03:00","44931","46381"
"08.01.2018 03:00 - 08.01.2018 03:15","44979","47015"
"08.01.2018 03:15 - 08.01.2018 03:30","45078","47232"
"08.01.2018 03:30 - 08.01.2018 03:45","45151","47497"
"08.01.2018 03:45 - 08.01.2018 04:00","45378","47692"
"08.01.2018 04:00 - 08.01.2018 04:15","45918","48057"
"08.01.2018 04:15 - 08.01.2018 04:30","46236","48380"
"08.01.2018 04:30 - 08.01.2018 04:45","46797","48971"
"08.01.2018 04:45 - 08.01.2018 05:00","47285","49485"
"08.01.2018 05:00 - 08.01.2018 05:15","48601","51289"
"08.01.2018 05:15 - 08.01.2018 05:30","49217","52139"
"08.01.2018 05:30 - 08.01.2018 05:45","50394","53411"
"08.01.2018 05:45 - 08.01.2018 06:00","51932","55042"
"08.01.2018 06:00 - 08.01.2018 06:15","54593","57902"
"08.01.2018 06:15 - 08.01.2018 06:30","56831","60530"
"08.01.2018 06:30 - 08.01.2018 06:45","58685","63092"
"08.01.2018 06:45 - 08.01.2018 07:00","60274","64462"
"08.01.2018 07:00 - 08.01.2018 07:15","62044","66336"
"08.01.2018 07:15 - 08.01.2018 07:30","62967","67683"
"08.01.2018 07:30 - 08.01.2018 07:45","63754","68929"
"08.01.2018 07:45 - 08.01.2018 08:00","64580","69963"
"08.01.2018 08:00 - 08.01.2018 08:15","65650","70939"
"08.01.2018 08:15 - 08.01.2018 08:30","65763","71070"
"08.01.2018 08:30 - 08.01.2018 08:45","65987","71441"
"08.01.2018 08:45 - 08.01.2018 09:00","66128","71750"
"08.01.2018 09:00 - 08.01.2018 09:15","66114","71902"
"08.01.2018 09:15 - 08.01.2018 09:30","66252","72226"
"08.01.2018 09:30 - 08.01.2018 09:45","66650","72646"
"08.01.2018 09:45 - 08.01.2018 10:00","66720","72677"
"08.01.2018 10:00 - 08.01.2018 10:15","66882","72839"
"08.01.2018 10:15 - 08.01.2018 10:30","67210","73138"
"08.01.2018 10:30 - 08.01.2018 10:45","67490","73379"
"08.01.2018 10:45 - 08.01.2018 11:00","67749","73397"
"08.01.2018 11:00 - 08.01.2018 11:15","67978","73141"
"08.01.2018 11:15 - 08.01.2018 11:30","68268","73322"
"08.01.2018 11:30 - 08.01.2018 11:45","68474","73566"
"08.01.2018 11:45 - 08.01.2018 12:00","68928","73605"
"08.01.2018 12:00 - 08.01.2018 12:15","68086","73071"
"08.01.2018 12:15 - 08.01.2018 12:30","68120","73188"
"08.01.2018 12:30 - 08.01.2018 12:45","68079","72828"
"08.01.2018 12:45 - 08.01.2018 13:00","68196","72680"
"08.01.2018 13:00 - 08.01.2018 13:15","68292","72898"
"08.01.2018 13:15 - 08.01.2018 13:30","67889","72524"
"08.01.2018 13:30 - 08.01.2018 13:45","67577","72206"
"08.01.2018 13:45 - 08.01.2018 14:00","67050","71816"
"08.01.2018 14:00 - 08.01.2018 14:15","66789","71697"
"08.01.2018 14:15 - 08.01.2018 14:30","66549","71843"
"08.01.2018 14:30 - 08.01.2018 14:45","66393","71862"
"08.01.2018 14:45 - 08.01.2018 15:00","65936","71769"
"08.01.2018 15:00 - 08.01.2018 15:15","64837","71829"
"08.01.2018 15:15 - 08.01.2018 15:30","66042","71505"
"08.01.2018 15:30 - 08.01.2018 15:45","65990","71313"
"08.01.2018 15:45 - 08.01.2018 16:00","65687","70745"
"08.01.2018 16:00 - 08.01.2018 16:15","65907","71064"
"08.01.2018 16:15 - 08.01.2018 16:30","65130","71256"
"08.01.2018 16:30 - 08.01.2018 16:45","63592","72315"
"08.01.2018 16:45 - 08.01.2018 17:00","64093","73369"
"08.01.2018 17:00 - 08.01.2018 17:15","64962","75089"
"08.01.2018 17:15 - 08.01.2018 17:30","65458","75893"
"08.01.2018 17:30 - 08.01.2018 17:45","65801","76039"
"08.01.2018 17:45 - 08.01.2018 18:00","65918","76177"
"08.01.2018 18:00 - 08.01.2018 18:15","65745","75584"
"08.01.2018 18:15 - 08.01.2018 18:30","65652","75249"
"08.01.2018 18:30 - 08.01.2018 18:45","65682","N/A"
"08.01.2018 18:45 - 08.01.2018 19:00","65767","75039"
"08.01.2018 19:00 - 08.01.2018 19:15","65580","74083"
"08.01.2018 19:15 - 08.01.2018 19:30","65130","73321"
"08.01.2018 19:30 - 08.01.2018 19:45","64727","73000"
"08.01.2018 19:45 - 08.01.2018 20:00","64284","72314"
"08.01.2018 20:00 - 08.01.2018 20:15","63340","70445"
"08.01.2018 20:15 - 08.01.2018 20:30","62588","68945"
"08.01.2018 20:30 - 08.01.2018 20:45","61849","67981"
"08.01.2018 20:45 - 08.01.2018 21:00","61318","67041"
"08.01.2018 21:00 - 08.01.2018 21:15","60864","66582"
"08.01.2018 21:15 - 08.01.2018 21:30","60483","65649"
"08.01.2018 21:30 - 08.01.2018 21:45","60294","65040"
"08.01.2018 21:45 - 08.01.2018 22:00","59233","63889"
"08.01.2018 22:00 - 08.01.2018 22:15","59279","64505"
"08.01.2018 22:15 - 08.01.2018 22:30","58557","63738"
"08.01.2018 22:30 - 08.01.2018 22:45","57539","62520"
"08.01.2018 22:45 - 08.01.2018 23:00","56364","61270"
"08.01.2018 23:00 - 08.01.2018 23:15","54988","59786"
"08.01.2018 23:15 - 08.01.2018 23:30","54027","58208"
"08.01.2018 23:30 - 08.01.2018 23:45","53158","57216"
"08.01.2018 23:45 - 09.01.2018 00:00","52327","56318"
"09.01.2018 00:00 - 09.01.2018 00:15","51697","55676"
"09.01.2018 00:15 - 09.01.2018 00:30","51208","54857"
"09.01.2018 00:30 - 09.01.2018 00:45","50624","54152"
"09.01.2018 00:45 - 09.01.2018 01:00","50021","53907"
"09.01.2018 01:00 - 09.01.2018 01:15","49522","53300"
"09.01.2018 01:15 - 09.01.2018 01:30","49273","53042"
"09.01.2018 01:30 - 09.01.2018 01:45","48994","52633"
"09.01.2018 01:45 - 09.01.2018 02:00","48797","52266"
"09.01.2018 02:00 - 09.01.2018 02:15","48467","51889"
"09.01.2018 02:15 - 09.01.2018 02:30","48340","52074"
"09.01.2018 02:30 - 09.01.2018 02:45","48393","52153"
"09.01.2018 02:45 - 09.01.2018 03:00","48446","52286"
"09.01.2018 03:00 - 09.01.2018 03:15","48495","52266"
"09.01.2018 03:15 - 09.01.2018 03:30","48539","52424"
"09.01.2018 03:30 - 09.01.2018 03:45","48727","52635"
"09.01.2018 03:45 - 09.01.2018 04:00","48797","53034"
"09.01.2018 04:00 - 09.01.2018 04:15","49198","53553"
"09.01.2018 04:15 - 09.01.2018 04:30","49531","53971"
"09.01.2018 04:30 - 09.01.2018 04:45","49901","54509"
"09.01.2018 04:45 - 09.01.2018 05:00","50328","54929"
"09.01.2018 05:00 - 09.01.2018 05:15","51307","55634"
"09.01.2018 05:15 - 09.01.2018 05:30","51874","56175"
"09.01.2018 05:30 - 09.01.2018 05:45","52770","57324"
"09.01.2018 05:45 - 09.01.2018 06:00","53956","58976"
"09.01.2018 06:00 - 09.01.2018 06:15","56271","61387"
"09.01.2018 06:15 - 09.01.2018 06:30","58225","63584"
"09.01.2018 06:30 - 09.01.2018 06:45","59832","65878"
"09.01.2018 06:45 - 09.01.2018 07:00","61180","67916"
"09.01.2018 07:00 - 09.01.2018 07:15","62886","69652"
"09.01.2018 07:15 - 09.01.2018 07:30","63736","70764"
"09.01.2018 07:30 - 09.01.2018 07:45","64378","72022"
"09.01.2018 07:45 - 09.01.2018 08:00","65225","72972"
"09.01.2018 08:00 - 09.01.2018 08:15","66087","73513"
"09.01.2018 08:15 - 09.01.2018 08:30","66293","73544"
"09.01.2018 08:30 - 09.01.2018 08:45","66497","73379"
"09.01.2018 08:45 - 09.01.2018 09:00","66647","73378"
"09.01.2018 09:00 - 09.01.2018 09:15","66616","72792"
"09.01.2018 09:15 - 09.01.2018 09:30","66724","72498"
"09.01.2018 09:30 - 09.01.2018 09:45","66913","72896"
"09.01.2018 09:45 - 09.01.2018 10:00","67211","73237"
"09.01.2018 10:00 - 09.01.2018 10:15","67333","73325"
"09.01.2018 10:15 - 09.01.2018 10:30","67624","73135"
"09.01.2018 10:30 - 09.01.2018 10:45","67858","73001"
"09.01.2018 10:45 - 09.01.2018 11:00","68096","72787"
"09.01.2018 11:00 - 09.01.2018 11:15","68381","73164"
"09.01.2018 11:15 - 09.01.2018 11:30","68644","73273"
"09.01.2018 11:30 - 09.01.2018 11:45","68861","73346"
"09.01.2018 11:45 - 09.01.2018 12:00","68473","72874"
"09.01.2018 12:00 - 09.01.2018 12:15","68395","72638"
"09.01.2018 12:15 - 09.01.2018 12:30","68566","72769"
"09.01.2018 12:30 - 09.01.2018 12:45","68486","72838"
"09.01.2018 12:45 - 09.01.2018 13:00","68738","72699"
"09.01.2018 13:00 - 09.01.2018 13:15","68710","72580"
"09.01.2018 13:15 - 09.01.2018 13:30","68437","72391"
"09.01.2018 13:30 - 09.01.2018 13:45","68226","72125"
"09.01.2018 13:45 - 09.01.2018 14:00","67455","71271"
"09.01.2018 14:00 - 09.01.2018 14:15","67404","70881"
"09.01.2018 14:15 - 09.01.2018 14:30","67118","70837"
"09.01.2018 14:30 - 09.01.2018 14:45","67182","70778"
"09.01.2018 14:45 - 09.01.2018 15:00","67208","70588"
"09.01.2018 15:00 - 09.01.2018 15:15","67220","70281"
"09.01.2018 15:15 - 09.01.2018 15:30","66688","69850"
"09.01.2018 15:30 - 09.01.2018 15:45","66413","69577"
"09.01.2018 15:45 - 09.01.2018 16:00","66355","69356"
