"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2017 09:15 - 05.01.2017 09:30","64786","67491"
"05.01.2017 09:30 - 05.01.2017 09:45","65517","67673"
"05.01.2017 09:45 - 05.01.2017 10:00","65776","67484"
"05.01.2017 10:00 - 05.01.2017 10:15","65969","67769"
"05.01.2017 10:15 - 05.01.2017 10:30","66105","67915"
"05.01.2017 10:30 - 05.01.2017 10:45","66639","68200"
"05.01.2017 10:45 - 05.01.2017 11:00","66646","68233"
"05.01.2017 11:00 - 05.01.2017 11:15","67420","68193"
"05.01.2017 11:15 - 05.01.2017 11:30","67433","68167"
"05.01.2017 11:30 - 05.01.2017 11:45","67875","68451"
"05.01.2017 11:45 - 05.01.2017 12:00","68052","68426"
"05.01.2017 12:00 - 05.01.2017 12:15","67130","68611"
"05.01.2017 12:15 - 05.01.2017 12:30","67398","68859"
"05.01.2017 12:30 - 05.01.2017 12:45","67303","68640"
"05.01.2017 12:45 - 05.01.2017 13:00","67218","68379"
"05.01.2017 13:00 - 05.01.2017 13:15","66546","68077"
"05.01.2017 13:15 - 05.01.2017 13:30","66286","67969"
"05.01.2017 13:30 - 05.01.2017 13:45","66564","67743"
"05.01.2017 13:45 - 05.01.2017 14:00","65254","67321"
"05.01.2017 14:00 - 05.01.2017 14:15","65253","67528"
"05.01.2017 14:15 - 05.01.2017 14:30","65052","67201"
"05.01.2017 14:30 - 05.01.2017 14:45","65885","66767"
"05.01.2017 14:45 - 05.01.2017 15:00","64738","66396"
"05.01.2017 15:00 - 05.01.2017 15:15","64267","66418"
"05.01.2017 15:15 - 05.01.2017 15:30","65060","66458"
"05.01.2017 15:30 - 05.01.2017 15:45","64579","66256"
"05.01.2017 15:45 - 05.01.2017 16:00","64284","66026"
"05.01.2017 16:00 - 05.01.2017 16:15","65398","66192"
"05.01.2017 16:15 - 05.01.2017 16:30","64885","66226"
"05.01.2017 16:30 - 05.01.2017 16:45","65306","67242"
"05.01.2017 16:45 - 05.01.2017 17:00","67729","68422"
"05.01.2017 17:00 - 05.01.2017 17:15","69186","69705"
"05.01.2017 17:15 - 05.01.2017 17:30","69148","70209"
"05.01.2017 17:30 - 05.01.2017 17:45","69732","70784"
"05.01.2017 17:45 - 05.01.2017 18:00","70244","70729"
"05.01.2017 18:00 - 05.01.2017 18:15","69960","70392"
"05.01.2017 18:15 - 05.01.2017 18:30","69656","70416"
"05.01.2017 18:30 - 05.01.2017 18:45","70282","70198"
"05.01.2017 18:45 - 05.01.2017 19:00","69837","69865"
"05.01.2017 19:00 - 05.01.2017 19:15","69515","69426"
"05.01.2017 19:15 - 05.01.2017 19:30","69193","69059"
"05.01.2017 19:30 - 05.01.2017 19:45","68528","68449"
"05.01.2017 19:45 - 05.01.2017 20:00","67638","67997"
"05.01.2017 20:00 - 05.01.2017 20:15","66482","66632"
"05.01.2017 20:15 - 05.01.2017 20:30","64907","65407"
"05.01.2017 20:30 - 05.01.2017 20:45","63395","64069"
"05.01.2017 20:45 - 05.01.2017 21:00","62506","63156"
"05.01.2017 21:00 - 05.01.2017 21:15","61354","62291"
"05.01.2017 21:15 - 05.01.2017 21:30","61423","61591"
"05.01.2017 21:30 - 05.01.2017 21:45","60766","60845"
"05.01.2017 21:45 - 05.01.2017 22:00","60384","60487"
"05.01.2017 22:00 - 05.01.2017 22:15","60411","60790"
"05.01.2017 22:15 - 05.01.2017 22:30","60221","60391"
"05.01.2017 22:30 - 05.01.2017 22:45","59246","59143"
"05.01.2017 22:45 - 05.01.2017 23:00","57915","58312"
"05.01.2017 23:00 - 05.01.2017 23:15","56426","57243"
"05.01.2017 23:15 - 05.01.2017 23:30","55707","56434"
"05.01.2017 23:30 - 05.01.2017 23:45","54911","55671"
"05.01.2017 23:45 - 06.01.2017 00:00","53958","55095"
"06.01.2017 00:00 - 06.01.2017 00:15","51448","54092"
"06.01.2017 00:15 - 06.01.2017 00:30","51028","53665"
"06.01.2017 00:30 - 06.01.2017 00:45","50410","53036"
"06.01.2017 00:45 - 06.01.2017 01:00","50150","52520"
"06.01.2017 01:00 - 06.01.2017 01:15","49514","51715"
"06.01.2017 01:15 - 06.01.2017 01:30","49035","51349"
"06.01.2017 01:30 - 06.01.2017 01:45","48801","51042"
"06.01.2017 01:45 - 06.01.2017 02:00","48559","50688"
"06.01.2017 02:00 - 06.01.2017 02:15","48178","50253"
"06.01.2017 02:15 - 06.01.2017 02:30","47850","50283"
"06.01.2017 02:30 - 06.01.2017 02:45","47869","50041"
"06.01.2017 02:45 - 06.01.2017 03:00","47616","49909"
"06.01.2017 03:00 - 06.01.2017 03:15","47672","49986"
"06.01.2017 03:15 - 06.01.2017 03:30","47490","49941"
"06.01.2017 03:30 - 06.01.2017 03:45","47370","49875"
"06.01.2017 03:45 - 06.01.2017 04:00","47451","49632"
"06.01.2017 04:00 - 06.01.2017 04:15","47699","49675"
"06.01.2017 04:15 - 06.01.2017 04:30","47740","49816"
"06.01.2017 04:30 - 06.01.2017 04:45","47705","49974"
"06.01.2017 04:45 - 06.01.2017 05:00","48041","50163"
"06.01.2017 05:00 - 06.01.2017 05:15","48568","50779"
"06.01.2017 05:15 - 06.01.2017 05:30","48612","50923"
"06.01.2017 05:30 - 06.01.2017 05:45","49218","51341"
"06.01.2017 05:45 - 06.01.2017 06:00","49677","51745"
"06.01.2017 06:00 - 06.01.2017 06:15","50816","52711"
"06.01.2017 06:15 - 06.01.2017 06:30","51946","53910"
"06.01.2017 06:30 - 06.01.2017 06:45","53268","54951"
"06.01.2017 06:45 - 06.01.2017 07:00","54615","56464"
"06.01.2017 07:00 - 06.01.2017 07:15","57077","57927"
"06.01.2017 07:15 - 06.01.2017 07:30","57895","59084"
"06.01.2017 07:30 - 06.01.2017 07:45","58358","60238"
"06.01.2017 07:45 - 06.01.2017 08:00","58752","61253"
"06.01.2017 08:00 - 06.01.2017 08:15","60016","62088"
"06.01.2017 08:15 - 06.01.2017 08:30","60236","62357"
"06.01.2017 08:30 - 06.01.2017 08:45","60054","62520"
"06.01.2017 08:45 - 06.01.2017 09:00","60395","62642"
"06.01.2017 09:00 - 06.01.2017 09:15","60580","62555"
"06.01.2017 09:15 - 06.01.2017 09:30","60420","62975"
"06.01.2017 09:30 - 06.01.2017 09:45","61145","63387"
"06.01.2017 09:45 - 06.01.2017 10:00","61476","63669"
"06.01.2017 10:00 - 06.01.2017 10:15","61549","63403"
"06.01.2017 10:15 - 06.01.2017 10:30","62025","63344"
"06.01.2017 10:30 - 06.01.2017 10:45","62116","63484"
"06.01.2017 10:45 - 06.01.2017 11:00","62590","63640"
"06.01.2017 11:00 - 06.01.2017 11:15","62705","63646"
"06.01.2017 11:15 - 06.01.2017 11:30","62903","63806"
"06.01.2017 11:30 - 06.01.2017 11:45","63247","63647"
"06.01.2017 11:45 - 06.01.2017 12:00","63285","63736"
"06.01.2017 12:00 - 06.01.2017 12:15","62688","63778"
"06.01.2017 12:15 - 06.01.2017 12:30","63124","63678"
"06.01.2017 12:30 - 06.01.2017 12:45","62888","63421"
"06.01.2017 12:45 - 06.01.2017 13:00","62700","63081"
"06.01.2017 13:00 - 06.01.2017 13:15","61966","62962"
"06.01.2017 13:15 - 06.01.2017 13:30","61805","62507"
"06.01.2017 13:30 - 06.01.2017 13:45","61595","61890"
"06.01.2017 13:45 - 06.01.2017 14:00","60680","61441"
"06.01.2017 14:00 - 06.01.2017 14:15","60611","61127"
"06.01.2017 14:15 - 06.01.2017 14:30","60450","61101"
"06.01.2017 14:30 - 06.01.2017 14:45","61153","60648"
"06.01.2017 14:45 - 06.01.2017 15:00","59591","60166"
"06.01.2017 15:00 - 06.01.2017 15:15","59340","60284"
"06.01.2017 15:15 - 06.01.2017 15:30","59964","60409"
"06.01.2017 15:30 - 06.01.2017 15:45","60086","60205"
"06.01.2017 15:45 - 06.01.2017 16:00","60066","60231"
"06.01.2017 16:00 - 06.01.2017 16:15","60363","60416"
"06.01.2017 16:15 - 06.01.2017 16:30","60211","61212"
"06.01.2017 16:30 - 06.01.2017 16:45","60073","62005"
"06.01.2017 16:45 - 06.01.2017 17:00","62332","62978"
"06.01.2017 17:00 - 06.01.2017 17:15","63509","64153"
"06.01.2017 17:15 - 06.01.2017 17:30","64114","65014"
"06.01.2017 17:30 - 06.01.2017 17:45","64618","65548"
"06.01.2017 17:45 - 06.01.2017 18:00","64601","66000"
"06.01.2017 18:00 - 06.01.2017 18:15","64628","65963"
"06.01.2017 18:15 - 06.01.2017 18:30","64965","65824"
"06.01.2017 18:30 - 06.01.2017 18:45","65064","65473"
"06.01.2017 18:45 - 06.01.2017 19:00","65059","65266"
"06.01.2017 19:00 - 06.01.2017 19:15","64911","65000"
"06.01.2017 19:15 - 06.01.2017 19:30","63544","64579"
"06.01.2017 19:30 - 06.01.2017 19:45","63501","64083"
"06.01.2017 19:45 - 06.01.2017 20:00","63134","63766"
"06.01.2017 20:00 - 06.01.2017 20:15","61945","62800"
"06.01.2017 20:15 - 06.01.2017 20:30","60365","61717"
"06.01.2017 20:30 - 06.01.2017 20:45","59834","60981"
"06.01.2017 20:45 - 06.01.2017 21:00","58718","60263"
"06.01.2017 21:00 - 06.01.2017 21:15","57739","59708"
"06.01.2017 21:15 - 06.01.2017 21:30","57271","59572"
"06.01.2017 21:30 - 06.01.2017 21:45","57075","58732"
"06.01.2017 21:45 - 06.01.2017 22:00","56551","58193"
"06.01.2017 22:00 - 06.01.2017 22:15","56916","58726"
"06.01.2017 22:15 - 06.01.2017 22:30","57188","58510"
"06.01.2017 22:30 - 06.01.2017 22:45","56065","57836"
"06.01.2017 22:45 - 06.01.2017 23:00","55405","57188"
"06.01.2017 23:00 - 06.01.2017 23:15","53895","56389"
"06.01.2017 23:15 - 06.01.2017 23:30","53635","55933"
"06.01.2017 23:30 - 06.01.2017 23:45","52031","55172"
"06.01.2017 23:45 - 07.01.2017 00:00","51635","54455"
"07.01.2017 00:00 - 07.01.2017 00:15","48474","54069"
"07.01.2017 00:15 - 07.01.2017 00:30","48208","53470"
"07.01.2017 00:30 - 07.01.2017 00:45","47524","53067"
"07.01.2017 00:45 - 07.01.2017 01:00","46823","52194"
"07.01.2017 01:00 - 07.01.2017 01:15","46326","51475"
"07.01.2017 01:15 - 07.01.2017 01:30","45840","50895"
"07.01.2017 01:30 - 07.01.2017 01:45","45417","50591"
"07.01.2017 01:45 - 07.01.2017 02:00","45349","50503"
"07.01.2017 02:00 - 07.01.2017 02:15","44999","49873"
"07.01.2017 02:15 - 07.01.2017 02:30","44550","49384"
"07.01.2017 02:30 - 07.01.2017 02:45","44462","49129"
"07.01.2017 02:45 - 07.01.2017 03:00","44340","48990"
"07.01.2017 03:00 - 07.01.2017 03:15","44510","48637"
"07.01.2017 03:15 - 07.01.2017 03:30","44436","48247"
"07.01.2017 03:30 - 07.01.2017 03:45","44295","48126"
"07.01.2017 03:45 - 07.01.2017 04:00","44249","47861"
"07.01.2017 04:00 - 07.01.2017 04:15","44209","47609"
"07.01.2017 04:15 - 07.01.2017 04:30","44280","47809"
"07.01.2017 04:30 - 07.01.2017 04:45","44192","47892"
"07.01.2017 04:45 - 07.01.2017 05:00","44199","47522"
"07.01.2017 05:00 - 07.01.2017 05:15","44478","47484"
"07.01.2017 05:15 - 07.01.2017 05:30","44340","47454"
"07.01.2017 05:30 - 07.01.2017 05:45","43862","47238"
"07.01.2017 05:45 - 07.01.2017 06:00","43863","47222"
"07.01.2017 06:00 - 07.01.2017 06:15","44580","46620"
"07.01.2017 06:15 - 07.01.2017 06:30","44570","47084"
"07.01.2017 06:30 - 07.01.2017 06:45","45183","47549"
"07.01.2017 06:45 - 07.01.2017 07:00","45781","48230"
"07.01.2017 07:00 - 07.01.2017 07:15","46504","48673"
"07.01.2017 07:15 - 07.01.2017 07:30","47451","49282"
"07.01.2017 07:30 - 07.01.2017 07:45","48591","50406"
"07.01.2017 07:45 - 07.01.2017 08:00","49704","51208"
"07.01.2017 08:00 - 07.01.2017 08:15","50358","52366"
"07.01.2017 08:15 - 07.01.2017 08:30","51323","53050"
"07.01.2017 08:30 - 07.01.2017 08:45","52518","54410"
"07.01.2017 08:45 - 07.01.2017 09:00","53170","55220"
"07.01.2017 09:00 - 07.01.2017 09:15","54133","56112"
"07.01.2017 09:15 - 07.01.2017 09:30","55033","57123"
"07.01.2017 09:30 - 07.01.2017 09:45","55797","57927"
"07.01.2017 09:45 - 07.01.2017 10:00","56150","58423"
"07.01.2017 10:00 - 07.01.2017 10:15","56585","59252"
"07.01.2017 10:15 - 07.01.2017 10:30","56883","59678"
"07.01.2017 10:30 - 07.01.2017 10:45","57503","59979"
"07.01.2017 10:45 - 07.01.2017 11:00","57108","60230"
"07.01.2017 11:00 - 07.01.2017 11:15","57768","60354"
"07.01.2017 11:15 - 07.01.2017 11:30","58221","60887"
"07.01.2017 11:30 - 07.01.2017 11:45","58707","61369"
"07.01.2017 11:45 - 07.01.2017 12:00","58066","61113"
"07.01.2017 12:00 - 07.01.2017 12:15","57957","61287"
"07.01.2017 12:15 - 07.01.2017 12:30","58269","61396"
"07.01.2017 12:30 - 07.01.2017 12:45","57922","60864"
"07.01.2017 12:45 - 07.01.2017 13:00","57824","60461"
"07.01.2017 13:00 - 07.01.2017 13:15","57226","60241"
"07.01.2017 13:15 - 07.01.2017 13:30","56778","59544"
"07.01.2017 13:30 - 07.01.2017 13:45","56319","59220"
"07.01.2017 13:45 - 07.01.2017 14:00","55710","58727"
"07.01.2017 14:00 - 07.01.2017 14:15","55599","58372"
"07.01.2017 14:15 - 07.01.2017 14:30","54621","57895"
"07.01.2017 14:30 - 07.01.2017 14:45","55049","57541"
"07.01.2017 14:45 - 07.01.2017 15:00","55486","57490"
"07.01.2017 15:00 - 07.01.2017 15:15","55221","57701"
"07.01.2017 15:15 - 07.01.2017 15:30","54759","57885"
"07.01.2017 15:30 - 07.01.2017 15:45","54442","58087"
"07.01.2017 15:45 - 07.01.2017 16:00","54699","57866"
"07.01.2017 16:00 - 07.01.2017 16:15","55328","58365"
"07.01.2017 16:15 - 07.01.2017 16:30","54985","59007"
"07.01.2017 16:30 - 07.01.2017 16:45","55940","59841"
"07.01.2017 16:45 - 07.01.2017 17:00","56569","60849"
"07.01.2017 17:00 - 07.01.2017 17:15","57664","62050"
"07.01.2017 17:15 - 07.01.2017 17:30","58368","62645"
"07.01.2017 17:30 - 07.01.2017 17:45","58439","62951"
"07.01.2017 17:45 - 07.01.2017 18:00","58461","63400"
"07.01.2017 18:00 - 07.01.2017 18:15","57734","63539"
"07.01.2017 18:15 - 07.01.2017 18:30","57202","63275"
"07.01.2017 18:30 - 07.01.2017 18:45","57906","63179"
"07.01.2017 18:45 - 07.01.2017 19:00","57566","62723"
"07.01.2017 19:00 - 07.01.2017 19:15","56993","62119"
"07.01.2017 19:15 - 07.01.2017 19:30","57125","61459"
"07.01.2017 19:30 - 07.01.2017 19:45","55503","60736"
"07.01.2017 19:45 - 07.01.2017 20:00","55368","60111"
"07.01.2017 20:00 - 07.01.2017 20:15","54761","58897"
"07.01.2017 20:15 - 07.01.2017 20:30","53878","57481"
"07.01.2017 20:30 - 07.01.2017 20:45","51433","56536"
"07.01.2017 20:45 - 07.01.2017 21:00","51978","56212"
"07.01.2017 21:00 - 07.01.2017 21:15","51688","55763"
"07.01.2017 21:15 - 07.01.2017 21:30","51590","55437"
"07.01.2017 21:30 - 07.01.2017 21:45","51326","55029"
"07.01.2017 21:45 - 07.01.2017 22:00","51392","54726"
"07.01.2017 22:00 - 07.01.2017 22:15","51407","55705"
"07.01.2017 22:15 - 07.01.2017 22:30","51018","54977"
"07.01.2017 22:30 - 07.01.2017 22:45","50272","54238"
"07.01.2017 22:45 - 07.01.2017 23:00","49400","53642"
"07.01.2017 23:00 - 07.01.2017 23:15","47703","52697"
"07.01.2017 23:15 - 07.01.2017 23:30","47176","51934"
"07.01.2017 23:30 - 07.01.2017 23:45","46993","51252"
"07.01.2017 23:45 - 08.01.2017 00:00","45696","50579"
"08.01.2017 00:00 - 08.01.2017 00:15","48719","49690"
"08.01.2017 00:15 - 08.01.2017 00:30","48169","49044"
"08.01.2017 00:30 - 08.01.2017 00:45","47630","48663"
"08.01.2017 00:45 - 08.01.2017 01:00","47104","47922"
"08.01.2017 01:00 - 08.01.2017 01:15","46488","46981"
"08.01.2017 01:15 - 08.01.2017 01:30","46047","46639"
"08.01.2017 01:30 - 08.01.2017 01:45","45764","46284"
"08.01.2017 01:45 - 08.01.2017 02:00","45392","45548"
"08.01.2017 02:00 - 08.01.2017 02:15","44980","45071"
"08.01.2017 02:15 - 08.01.2017 02:30","44821","44912"
"08.01.2017 02:30 - 08.01.2017 02:45","44637","44624"
"08.01.2017 02:45 - 08.01.2017 03:00","44455","44212"
"08.01.2017 03:00 - 08.01.2017 03:15","44439","43906"
"08.01.2017 03:15 - 08.01.2017 03:30","44351","43921"
"08.01.2017 03:30 - 08.01.2017 03:45","44125","43392"
"08.01.2017 03:45 - 08.01.2017 04:00","44029","43200"
"08.01.2017 04:00 - 08.01.2017 04:15","44094","43348"
"08.01.2017 04:15 - 08.01.2017 04:30","43974","43298"
"08.01.2017 04:30 - 08.01.2017 04:45","43904","42886"
"08.01.2017 04:45 - 08.01.2017 05:00","43989","42881"
"08.01.2017 05:00 - 08.01.2017 05:15","43984","42746"
"08.01.2017 05:15 - 08.01.2017 05:30","43718","42160"
"08.01.2017 05:30 - 08.01.2017 05:45","43670","41826"
"08.01.2017 05:45 - 08.01.2017 06:00","43519","41420"
"08.01.2017 06:00 - 08.01.2017 06:15","42843","40760"
"08.01.2017 06:15 - 08.01.2017 06:30","43194","40874"
"08.01.2017 06:30 - 08.01.2017 06:45","43720","40928"
"08.01.2017 06:45 - 08.01.2017 07:00","43675","41313"
"08.01.2017 07:00 - 08.01.2017 07:15","44895","41831"
"08.01.2017 07:15 - 08.01.2017 07:30","45528","42029"
"08.01.2017 07:30 - 08.01.2017 07:45","45699","42774"
"08.01.2017 07:45 - 08.01.2017 08:00","45957","43577"
"08.01.2017 08:00 - 08.01.2017 08:15","46776","44455"
"08.01.2017 08:15 - 08.01.2017 08:30","47456","44927"
"08.01.2017 08:30 - 08.01.2017 08:45","48091","46059"
"08.01.2017 08:45 - 08.01.2017 09:00","48610","47025"
"08.01.2017 09:00 - 08.01.2017 09:15","49247","48129"
"08.01.2017 09:15 - 08.01.2017 09:30","50124","49044"
"08.01.2017 09:30 - 08.01.2017 09:45","50607","49979"
"08.01.2017 09:45 - 08.01.2017 10:00","51357","50551"
"08.01.2017 10:00 - 08.01.2017 10:15","52049","51323"
"08.01.2017 10:15 - 08.01.2017 10:30","53232","52250"
"08.01.2017 10:30 - 08.01.2017 10:45","52713","53000"
"08.01.2017 10:45 - 08.01.2017 11:00","54165","53625"
"08.01.2017 11:00 - 08.01.2017 11:15","54095","54290"
"08.01.2017 11:15 - 08.01.2017 11:30","54747","55146"
"08.01.2017 11:30 - 08.01.2017 11:45","55007","56049"
"08.01.2017 11:45 - 08.01.2017 12:00","54987","56077"
"08.01.2017 12:00 - 08.01.2017 12:15","55447","55719"
"08.01.2017 12:15 - 08.01.2017 12:30","55268","55575"
"08.01.2017 12:30 - 08.01.2017 12:45","55099","55166"
"08.01.2017 12:45 - 08.01.2017 13:00","54044","54627"
"08.01.2017 13:00 - 08.01.2017 13:15","53970","54068"
"08.01.2017 13:15 - 08.01.2017 13:30","53477","53503"
"08.01.2017 13:30 - 08.01.2017 13:45","53062","52929"
"08.01.2017 13:45 - 08.01.2017 14:00","52602","52267"
"08.01.2017 14:00 - 08.01.2017 14:15","52180","51918"
"08.01.2017 14:15 - 08.01.2017 14:30","52280","51794"
"08.01.2017 14:30 - 08.01.2017 14:45","52524","51672"
"08.01.2017 14:45 - 08.01.2017 15:00","51529","51262"
"08.01.2017 15:00 - 08.01.2017 15:15","52128","51270"
"08.01.2017 15:15 - 08.01.2017 15:30","51737","51284"
"08.01.2017 15:30 - 08.01.2017 15:45","52097","51378"
"08.01.2017 15:45 - 08.01.2017 16:00","52519","51328"
"08.01.2017 16:00 - 08.01.2017 16:15","52592","51540"
"08.01.2017 16:15 - 08.01.2017 16:30","53292","52041"
"08.01.2017 16:30 - 08.01.2017 16:45","53877","53230"
"08.01.2017 16:45 - 08.01.2017 17:00","54630","54641"
"08.01.2017 17:00 - 08.01.2017 17:15","56232","55872"
"08.01.2017 17:15 - 08.01.2017 17:30","57195","56847"
"08.01.2017 17:30 - 08.01.2017 17:45","57933","57613"
"08.01.2017 17:45 - 08.01.2017 18:00","57936","57996"
"08.01.2017 18:00 - 08.01.2017 18:15","58280","58128"
"08.01.2017 18:15 - 08.01.2017 18:30","58739","58206"
"08.01.2017 18:30 - 08.01.2017 18:45","58580","57930"
"08.01.2017 18:45 - 08.01.2017 19:00","58472","57792"
"08.01.2017 19:00 - 08.01.2017 19:15","58520","57380"
"08.01.2017 19:15 - 08.01.2017 19:30","57710","56907"
"08.01.2017 19:30 - 08.01.2017 19:45","57643","56694"
"08.01.2017 19:45 - 08.01.2017 20:00","57124","56126"
"08.01.2017 20:00 - 08.01.2017 20:15","56180","55645"
"08.01.2017 20:15 - 08.01.2017 20:30","55514","55144"
"08.01.2017 20:30 - 08.01.2017 20:45","54768","54380"
"08.01.2017 20:45 - 08.01.2017 21:00","54038","53470"
"08.01.2017 21:00 - 08.01.2017 21:15","53530","52955"
"08.01.2017 21:15 - 08.01.2017 21:30","53219","52787"
"08.01.2017 21:30 - 08.01.2017 21:45","53319","52518"
"08.01.2017 21:45 - 08.01.2017 22:00","53456","52729"
"08.01.2017 22:00 - 08.01.2017 22:15","54320","53508"
"08.01.2017 22:15 - 08.01.2017 22:30","54430","53418"
"08.01.2017 22:30 - 08.01.2017 22:45","53434","52670"
"08.01.2017 22:45 - 08.01.2017 23:00","52842","51815"
"08.01.2017 23:00 - 08.01.2017 23:15","51544","50934"
"08.01.2017 23:15 - 08.01.2017 23:30","51066","50654"
"08.01.2017 23:30 - 08.01.2017 23:45","49915","49713"
"08.01.2017 23:45 - 09.01.2017 00:00","49720","49307"
"09.01.2017 00:00 - 09.01.2017 00:15","47629","48568"
"09.01.2017 00:15 - 09.01.2017 00:30","47107","48130"
"09.01.2017 00:30 - 09.01.2017 00:45","46681","47698"
"09.01.2017 00:45 - 09.01.2017 01:00","46144","47127"
"09.01.2017 01:00 - 09.01.2017 01:15","45697","46624"
"09.01.2017 01:15 - 09.01.2017 01:30","45367","46175"
"09.01.2017 01:30 - 09.01.2017 01:45","45057","45862"
"09.01.2017 01:45 - 09.01.2017 02:00","44896","45730"
"09.01.2017 02:00 - 09.01.2017 02:15","44716","45194"
"09.01.2017 02:15 - 09.01.2017 02:30","44553","45019"
"09.01.2017 02:30 - 09.01.2017 02:45","44537","45371"
"09.01.2017 02:45 - 09.01.2017 03:00","44559","45371"
"09.01.2017 03:00 - 09.01.2017 03:15","44720","45455"
"09.01.2017 03:15 - 09.01.2017 03:30","44546","45527"
"09.01.2017 03:30 - 09.01.2017 03:45","44715","45708"
"09.01.2017 03:45 - 09.01.2017 04:00","44764","45899"
"09.01.2017 04:00 - 09.01.2017 04:15","45322","46294"
"09.01.2017 04:15 - 09.01.2017 04:30","45706","46690"
"09.01.2017 04:30 - 09.01.2017 04:45","45927","47045"
"09.01.2017 04:45 - 09.01.2017 05:00","46469","47617"
"09.01.2017 05:00 - 09.01.2017 05:15","47820","48796"
"09.01.2017 05:15 - 09.01.2017 05:30","48078","49881"
"09.01.2017 05:30 - 09.01.2017 05:45","49207","50920"
"09.01.2017 05:45 - 09.01.2017 06:00","50586","52756"
"09.01.2017 06:00 - 09.01.2017 06:15","53024","55657"
"09.01.2017 06:15 - 09.01.2017 06:30","55334","58563"
"09.01.2017 06:30 - 09.01.2017 06:45","57225","60731"
"09.01.2017 06:45 - 09.01.2017 07:00","59143","62774"
"09.01.2017 07:00 - 09.01.2017 07:15","60895","64586"
"09.01.2017 07:15 - 09.01.2017 07:30","62658","65586"
"09.01.2017 07:30 - 09.01.2017 07:45","63320","66916"
"09.01.2017 07:45 - 09.01.2017 08:00","64873","68426"
"09.01.2017 08:00 - 09.01.2017 08:15","66491","69155"
"09.01.2017 08:15 - 09.01.2017 08:30","66713","69598"
"09.01.2017 08:30 - 09.01.2017 08:45","66370","70003"
"09.01.2017 08:45 - 09.01.2017 09:00","66242","70175"
"09.01.2017 09:00 - 09.01.2017 09:15","66203","69916"
"09.01.2017 09:15 - 09.01.2017 09:30","66582","69863"
"09.01.2017 09:30 - 09.01.2017 09:45","66949","70547"
"09.01.2017 09:45 - 09.01.2017 10:00","67278","70699"
"09.01.2017 10:00 - 09.01.2017 10:15","67610","71015"
"09.01.2017 10:15 - 09.01.2017 10:30","68635","71117"
"09.01.2017 10:30 - 09.01.2017 10:45","68000","71374"
"09.01.2017 10:45 - 09.01.2017 11:00","68902","71387"
"09.01.2017 11:00 - 09.01.2017 11:15","68688","71392"
"09.01.2017 11:15 - 09.01.2017 11:30","68529","71761"
"09.01.2017 11:30 - 09.01.2017 11:45","68907","72010"
"09.01.2017 11:45 - 09.01.2017 12:00","69430","71826"
"09.01.2017 12:00 - 09.01.2017 12:15","68713","71813"
"09.01.2017 12:15 - 09.01.2017 12:30","68947","71920"
"09.01.2017 12:30 - 09.01.2017 12:45","68521","71892"
"09.01.2017 12:45 - 09.01.2017 13:00","68663","71913"
"09.01.2017 13:00 - 09.01.2017 13:15","68763","71866"
"09.01.2017 13:15 - 09.01.2017 13:30","67985","71629"
"09.01.2017 13:30 - 09.01.2017 13:45","67568","71229"
"09.01.2017 13:45 - 09.01.2017 14:00","67342","70764"
"09.01.2017 14:00 - 09.01.2017 14:15","66652","70808"
"09.01.2017 14:15 - 09.01.2017 14:30","67045","70660"
"09.01.2017 14:30 - 09.01.2017 14:45","66915","70700"
"09.01.2017 14:45 - 09.01.2017 15:00","66026","70359"
"09.01.2017 15:00 - 09.01.2017 15:15","64718","70327"
"09.01.2017 15:15 - 09.01.2017 15:30","66680","69979"
"09.01.2017 15:30 - 09.01.2017 15:45","66724","69595"
"09.01.2017 15:45 - 09.01.2017 16:00","66965","69420"
