DK onwind,DK offwind,DK solar,DK ocgt,NO onwind,NO offwind,NO solar,NO ocgt,SE onwind,SE offwind,SE solar,SE ocgt,DK onwind g,DK offwind g,DK solar g,DK ocgt g,NO onwind g,NO offwind g,NO solar g,NO ocgt g,SE onwind g,SE offwind g,SE solar g,SE ocgt g,NO-DK,NO-SE,SE-DK,co2_emission,objective_value,transmission,gini
33558.8819627,3.31494133328e-08,8.31411737485e-08,13513.7117763,17603.5640096,4.84447888784e-08,4.43489032651e-08,16421.2494822,4.53471545123e-07,3.97631133659e-08,8.03046895098e-08,16336.451476,127148048.11741051,0.0001218470495909989,5.684136249778994e-05,31506590.19080277,38812294.120657876,0.0001557826842737828,2.1937813845871503e-05,49612814.192367874,0.001071966180163647,0.0001313186108409996,5.507859887602666e-05,49571784.37713586,8107.60265617,2.90066096472e-07,16014.9999993,62731770.60494407,18063352362.72528,24122.602655760067,0.4884152669487418
33558.8819622,2.52186215677e-08,6.56846065672e-08,13507.2467752,17603.5640098,3.65686298454e-08,3.46660681836e-08,16420.9477125,3.63334479465e-07,3.00745544076e-08,6.40098718765e-08,16343.2182468,127156562.36233686,9.226447310153607e-05,4.488994635594567e-05,31445274.440582197,38803779.87435781,0.00011717087845703596,1.7341940325565038e-05,49632385.91089073,0.0008591963265271653,9.896825073028062e-05,4.412599665034797e-05,49613528.410546646,8107.60265643,2.41347313839e-07,16014.9999986,62731770.60576807,18063352362.72953,24122.60265527135,0.4881963124754859
30609.461719,3.59117877129e-08,1.11579051405e-07,13139.5453853,16907.8954898,5.25064847443e-08,4.93710845032e-08,16565.8963416,932.63514331,4.63195262404e-08,1.13750153044e-07,16748.48345,118264030.1351016,0.00013778457897616669,7.957846827371923e-05,30879811.735602874,37677114.83091222,0.0001749111861836393,2.5642268627968596e-05,53079584.78963858,2358347.7681620438,0.00015999150896003157,8.261836423641941e-05,54392641.73993693,7606.48109542,2.31578396587e-07,14891.7472531,66408978.367282994,18063352362.741592,22498.228348751578,0.44998852191202254
24138.5858802,6.68902588236e-07,9.4474321847e-07,11695.5443668,2.27561655035e-06,7.89697625101e-07,9.77207096155e-07,14189.1738309,31132.7019884,7.99191497417e-07,1.01808171793e-06,20745.6309429,90938543.22337121,0.0024581960470865484,0.0005906286888372273,26117731.26203083,0.004197648885152571,0.0024944528118854632,0.0004938709179245876,40021722.987811215,77110500.97196119,0.0024261580665779865,0.0006296222913569057,62463032.541534886,14827.7668399,848.233158692,1957.68361915,61729193.65986213,18063352362.723595,17633.683617742,0.41012952792227575
24138.5860238,7.68065498786e-07,1.07722995516e-06,11698.184606,2.61257223323e-06,9.09373515486e-07,1.09958985162e-06,14189.7821588,31132.7019861,9.1708718035e-07,1.14324222023e-06,20742.3823685,90971447.09825952,0.002837015901570813,0.0006744493779783298,26180846.680826347,0.004828903071512109,0.0028790090833061863,0.0005526828879656756,40033182.29512247,77077597.55491398,0.002788248771482131,0.0007035377203691664,62388457.355612874,14827.7668397,848.233170612,1957.68374561,61729193.43915037,18063352362.724438,17633.683755922,0.41028471093229957
26515.6250376,2.68014262098e-06,3.19895353195e-06,11950.4776736,6.79620890119e-06,2.81991006599e-06,3.16272693151e-06,14176.2666289,30722.4410566,3.09154415537e-06,3.23649620432e-06,20387.2106872,97805243.82644132,0.010153615758264638,0.001977489209352513,25167108.4630109,0.012324998847104501,0.008870554952749726,0.0014548130206927098,36963040.86112833,75812368.93706584,0.009597064727776447,0.0019069856915987261,60903768.86606525,15372.1076794,643.427372,2810.26931203,59056280.73129823,18063352362.73135,18825.80436343,0.4309017803246007
40474.0201605,3017.4203027,5.27282368296e-05,15498.8887701,0.00035982804569,3.23915025546e-05,2.94550947908e-05,17243.6497002,5.10905007629e-05,1.56726050464e-05,6.27650309245e-05,18361.4791333,156209287.41257414,9760383.030243509,0.0349589012355779,33352243.157428663,0.7105111110739879,0.10447749175069702,0.014912107683488406,45120031.9140862,0.10778955617660255,0.04730238744778298,0.043343342119660885,52209584.42237944,15572.9999273,7.26006571292e-05,16183.9999723,62727292.55706922,18063352362.733322,31756.999972200654,0.5571387004641124
29109.6648639,1.36741504246e-07,5.54566843872e-07,13682.0337946,3.46204604929e-07,1.69293873777e-07,2.31280474547e-07,16967.0450988,5.48316710829e-07,1.36942298084e-07,6.80007445224e-07,20823.5099785,116520522.88236672,0.0005373837171127601,0.0004096720038783212,33534027.451212414,0.0006672018392306185,0.0005648954909501983,0.00012348027191551607,57972361.81489437,0.001326612154439152,0.00046646861715455104,0.000519415069469838,88624618.84691219,12569.1144523,4.67878409812e-07,10350.1590685,86462883.89424902,18063352362.74318,22919.273521267878,0.42173270543411534
40474.0201607,7.96861503374e-07,2.18124767857e-07,13779.6174863,2.84742797613e-07,1.62852410216e-07,2.37135563831e-07,15136.9904786,19556.3280636,1.97471592384e-07,2.63984545011e-07,18047.9276692,138708351.64865094,0.002936152911742846,0.0001305288659155131,26587916.879515953,0.0004601948117056868,0.00048362477688579424,0.00011134316626483956,34538465.22949084,48363082.78405055,0.0005930724132403221,0.00016192513847443018,48453714.453409925,16549.999908,9.34958734965e-05,9222.61015606,52598446.34996152,18063352362.729378,25772.610157555875,0.5215658303518593
33558.8819635,8.50343264395e-09,2.44667416807e-08,13508.9391122,17603.5640103,1.21471395192e-08,1.28594579487e-08,16421.4822716,1.2374654589e-07,9.95634853768e-09,2.45798050063e-08,16340.9913506,127154041.25289193,3.0771000216001066e-05,1.6714129799168222e-05,31457121.11041844,38806300.98870933,3.8559317068706646e-05,6.5996690391109746e-06,49628805.58794113,0.00029179934880715333,3.245920279619508e-05,1.714585550354491e-05,49605262.05960641,8107.60265622,8.70444086053e-08,16014.9999998,62731770.603823274,18063352362.726128,24122.602656107047,0.4882376445742126
40474.0201607,1.97953162889e-06,1.46149228498e-06,13778.6004709,3.00596003369e-06,1.38671743028e-06,1.54943044864e-06,15132.8118262,19556.3280284,1.3730714406e-06,1.7499913828e-06,18053.123338,138631210.92076224,0.006965486468257256,0.0008686108154501642,26583955.405318,0.005045942267060354,0.004202026992236611,0.0007216752350048772,34483722.17774115,48440222.97369335,0.004104578528334881,0.0010635092365764232,48512419.499523155,16549.9992449,0.000756866922998,9222.60961201,52598446.59963919,18063352362.719772,25772.60961377692,0.5215689508028889
40474.0201607,2.26646836929e-06,5.9439784251e-07,13778.67915,7.19559861327e-07,4.3971878685e-07,6.50404632791e-07,15128.4237676,19556.3280501,5.52811594443e-07,7.23098634736e-07,18057.4327171,138663205.19009057,0.008370613801739882,0.00035782294911368016,26598937.188287016,0.0011537852362839337,0.0013119482903153404,0.00030336491062127574,34486409.31397399,48408229.213260636,0.00167664986330344,0.0004438651908005926,48494750.0807677,16549.9998865,0.000250343320643,9222.61003294,52598446.35985446,18063352362.729553,25772.610169783322,0.5216535647808722
29109.6648623,2.88068256037e-08,1.20201909929e-07,13652.9592276,4.45636677943e-08,2.72367226427e-08,4.81994195421e-08,16919.7787334,1.53447532798e-07,3.06542409558e-08,1.47797256839e-07,20899.8509117,116520522.87496594,0.0001134929144188204,8.907731621192706e-05,33547160.894573327,8.048080581006622e-05,8.75532710350572e-05,2.5579311494349527e-05,57653642.00730368,0.0003785735598204568,0.00010546970228594801,0.00011303215119779457,88930205.2221693,12569.1144506,9.60509698222e-08,10350.159067,86462883.89954135,18063352362.73976,22919.273517696052,0.422707706636653
18258.08794,2.52393846188e-07,4.12475971546e-07,10479.8368123,2.79807258798e-06,4.32790032413e-07,3.89063424875e-07,14394.9299974,18850.0595749,3.5279769641e-07,6.48658063412e-07,22705.1328137,72924682.26005456,0.0010226289086233578,0.0002825457909035861,28710342.303499,0.006088523926166175,0.0015266090683275777,0.0002041988618818437,57588166.47292025,49781601.68058714,0.0012424688995306705,0.0004608427379327938,87646738.27211408,11142.2664777,2.38841409373e-06,1809.27665039,83493718.58329578,18063352362.745693,12951.543130478416,0.32741499084822856
24138.5860243,4.95261498052e-08,6.62367127225e-08,11697.7419166,1.68842363103e-07,5.94063024517e-08,6.17320572351e-08,14190.6931062,31132.7020038,5.97686636017e-08,6.3067753429e-08,20741.9141109,91107749.5997608,0.00018753249934074417,4.181106128170722e-05,26394565.487769023,0.00031522498331492776,0.00018920628439820697,2.9073016433136743e-05,40331556.066004135,76941295.07107317,0.00018434819583837718,3.682699606808578e-05,61876364.77442624,14827.766847,848.233152866,1957.6837376,61729193.43753202,18063352362.73477,17633.683737466,0.41008627758150706
33558.8819637,4.12991644616e-11,1.14110734794e-10,13508.8764664,17603.5640106,5.93841655774e-11,6.01444480259e-11,16421.6117398,5.96951234904e-10,4.87528161195e-11,1.13340295475e-10,16340.9245283,127155406.25782762,1.50217780583543e-07,7.800228742672424e-08,31464342.644599367,38804935.98488572,1.8935479787544476e-07,3.055881529184499e-08,49627383.38815709,1.4096271065022426e-06,1.596432179403493e-07,7.873824939066039e-08,49599462.724539384,8107.60265619,4.13995807647e-10,16015.0,62731770.60350165,18063352362.73515,24122.602656190415,0.48827030552096806
19088.0152875,1.55339935268e-06,2.55345375129e-06,10625.4162078,8.10171705018e-06,2.49079959321e-06,2.43119277091e-06,14185.0503618,15680.9610384,1.91319459112e-06,3.0859489323e-06,22921.9306695,76287590.74346884,0.006122320135386423,0.001714062391033544,28567442.973532103,0.016837619410306044,0.00862359185691884,0.0012993167987105545,54547642.828782365,41564321.513281986,0.006640769232383771,0.0021297029350564834,95684532.89757507,11742.2494023,6.84396561288e-06,1844.76018058,85823816.97594751,18063352362.736492,13587.009589723966,0.34281771955030294
33558.8819621,5.2992150648e-08,1.44230941385e-07,13515.8352537,17603.5640092,7.63732094219e-08,7.61385770056e-08,16419.5895469,7.47343809098e-07,6.26761435523e-08,1.42598517837e-07,16335.9879339,127146311.41333783,0.00019297534211792016,9.856411079740117e-05,31522573.555662952,38814030.82212268,0.0002437182135356735,3.85133017496033e-05,49603649.833968975,0.0017640924114831558,0.00020547682233183355,9.882773773070887e-05,49564965.37227441,8107.60265612,5.12757713998e-07,16014.9999988,62731770.605711736,18063352362.73556,24122.60265543276,0.48846111002891823
33558.8819637,1.03766973372e-11,2.93262524318e-11,13497.1529961,17603.5640106,1.48274211123e-11,1.53366980421e-11,16426.5672153,1.53687967192e-10,1.21586834491e-11,2.92230284872e-11,16347.6925231,127169104.15305902,3.7608073928449954e-08,2.002876462230273e-08,31372780.5865301,38791238.08965764,4.7101793205713106e-08,7.82902206041174e-09,49673487.27837432,3.627388840729449e-07,3.965773248861283e-08,2.0323654041811263e-08,49644920.8923888,8107.60265619,1.03300763234e-10,16015.0,62731770.60350065,18063352362.73487,24122.6026561901,0.4879953663630987
40474.0201608,2246.62860331,1.09883007356e-06,14458.0633811,1.70529120994e-06,5.4044027885e-07,6.37000491563e-07,15987.9408168,9766.95929055,4.66972567963e-07,1.30679766596e-06,17986.1923968,148556439.97978464,6290286.225151123,0.0007099875923563226,29079589.75995488,0.0030107354420067585,0.001641718470899569,0.0003158486945306004,38689397.820117116,24591644.16334919,0.0013957455156916197,0.0008815512528673207,49444173.04368814,16144.4323518,2.80973943511e-06,12329.9783934,56262317.09940558,18063352362.740246,28474.41074800974,0.5459350494431328
33558.8819538,4.10059281174e-08,1.04793317497e-07,13513.6894361,17603.5640093,5.95855108959e-08,5.51676696746e-08,16420.512627,5.7135995346e-07,4.89203332608e-08,1.01611000248e-07,16337.210672,127149778.46811846,0.00015012961861448745,7.152926393767608e-05,31506687.872222044,38810563.74159647,0.00019102458220139685,2.745536223669455e-05,49607347.34383918,0.0013512078629465323,0.00016103151083895516,6.980917242944046e-05,49577153.572200954,8107.60265629,3.81385093676e-07,16014.9999917,62731770.61836169,18063352362.738697,24122.602648371387,0.488402554874919
18036.869167,1.07522460186e-08,1.81708520208e-08,9799.02079085,1.46098748946e-07,1.92461100478e-08,1.7188968834e-08,15149.6585893,21268.9726398,1.53799600012e-08,2.98059428023e-08,22578.8026126,71990965.47176526,4.3169325968515e-05,1.2518633579878638e-05,23662738.046245944,0.00032025641748152883,6.817581189337098e-05,9.47773306381918e-06,62188176.953236744,55842014.33976754,5.314288347602056e-05,2.1481411512544655e-05,82967636.18845993,11300.424032,191.248061328,1551.79717095,81032904.57021266,18063352362.7374,13043.469264278001,0.30192422384150785
29109.6648757,9.7432617202e-07,3.64048707734e-06,13239.5766663,1.18050951105e-06,7.92979118594e-07,1.50590864308e-06,16996.4377688,1.81279167876e-06,8.10074676354e-07,4.47149460839e-06,21236.5744325,116520522.93877143,0.003822469455399792,0.0026687515710914563,31584286.37459748,0.0020375180567503517,0.002481770960144093,0.0007872035063188841,58179220.82534641,0.004024943647797708,0.002674917130253236,0.003383217612270141,90367500.83940269,12569.1144458,2.98058605182e-06,10350.1590951,86462883.85888687,18063352362.730194,22919.273543880587,0.41727268169835274
40474.0201607,2816.24459725,4.04677294136e-05,15050.5001508,0.000119146344624,2.28980186793e-05,2.37042806751e-05,16588.1948041,4822.73835245,1.66833916843e-05,4.89433295658e-05,18141.7411435,152907349.5660877,8479346.712703994,0.026555950361889253,31376083.534033697,0.22394019648775673,0.0720576171729836,0.01190359357814972,41375800.887484334,12129823.76667287,0.05131946005943037,0.03342487595080682,50383126.11381981,15921.0000309,6.65235046466e-05,14221.9254213,59104805.056962036,18063352362.726177,30142.925518723503,0.5553568569931726
29109.6648622,1.03907949818e-08,4.42733732851e-08,13581.3276634,3.4747602789e-09,2.97377434683e-09,1.87243138979e-08,17232.0245291,6.08604488424e-09,4.2933586819e-09,5.54936087261e-08,20659.2366803,116520522.87474012,4.036169082824058e-05,3.2642847099675206e-05,33372016.265455395,4.773230036219056e-06,7.61061251957044e-06,1.014120032601501e-05,58546611.85022499,1.1183354849518912e-05,1.2352654924835362e-05,4.256790627082996e-05,88212380.00942215,12569.1144507,3.86774106517e-08,10350.1590669,86462883.90004824,18063352362.72723,22919.273517638678,0.41970324622088606
33558.8819633,9.16251970536e-08,2.3595775084e-07,13498.342138,17603.5640079,1.33238107469e-07,1.25575586944e-07,16424.8358671,1.26657688795e-06,1.09315871872e-07,2.29510193451e-07,16348.2347293,127168056.1428198,0.0003357824304857337,0.00016128268116695485,31374585.905458074,38792286.094077475,0.0004273933788055243,6.259416648517357e-05,49664398.51823103,0.0029938045559835444,0.00036011460597762607,0.0001579807310964704,49652204.334914416,8107.60265639,8.34286034581e-07,16014.9999996,62731770.60413031,18063352362.72773,24122.60265682429,0.48797503463364245
29109.6648653,2.35322106056e-07,9.18675735185e-07,13388.0408281,1.21100545604e-07,9.83137658923e-08,3.98214393866e-07,16870.2488714,2.00064435571e-07,1.28116676901e-07,1.1271480994e-06,21214.2991723,116520522.88889992,0.0009241815071457763,0.0006764056201740396,32471775.679055553,0.0001805668233769976,0.00027392525668854504,0.00021197199206431428,57692647.563182995,0.00039378146722287736,0.00039455759450663866,0.0008577122432451396,89966584.86494902,12569.1144494,7.87589177031e-07,10350.159073,86462883.89144985,18063352362.733116,22919.273523187592,0.42047137093874387
19088.0152651,5.71577295397e-08,8.96664691967e-08,10544.7276003,5.28524295244e-08,3.76827007167e-08,8.77410216929e-08,14265.7389749,15680.9610395,6.70819224733e-08,1.10575188884e-07,22921.9306703,76287487.90141964,0.00022741057461415752,6.0435938732469626e-05,28394395.63267741,8.889119506698469e-05,0.00011543640179621716,4.708040781964861e-05,55097847.461644284,41564424.29764779,0.0002333939053836899,7.659343220551057e-05,95307375.70574805,11742.249404,2.33758935767e-07,1844.76018782,85823817.0240341,18063352362.735134,13587.009592053759,0.3408379034729161
24138.586025,1.19492973211e-07,1.55496459398e-07,11693.1058435,4.04850203841e-07,1.43805547637e-07,1.41905184745e-07,14190.4633164,31132.7020023,1.43601055549e-07,1.43132118184e-07,20746.7799737,90959728.06651904,0.0004582125299696008,9.839384109622171e-05,26131414.35719508,0.0007594735632798162,0.00046161578827179286,6.571672398693502e-05,40166585.84396188,77089316.60441521,0.0004436313473556362,8.298055595475228e-05,62304486.12553168,14827.7668469,848.233153638,1957.68373846,61729193.4368108,18063352362.736656,17633.683738998,0.40976688847727205
29109.6648725,8.0049123082e-07,3.14276519221e-06,13588.4208971,2.04819976285e-07,1.87987603036e-07,1.33781844401e-06,16940.3315378,3.39979780399e-07,2.76958932249e-07,3.96607680844e-06,20943.8364346,116520522.92340656,0.003161530011420803,0.0023239298571226287,33356856.537788175,0.0002735821256853889,0.00047856503437780656,0.000708495850824359,58129172.255776435,0.0005865853810937181,0.0007938008175638959,0.0030249281920602415,88644979.27168016,12569.1144114,2.58677622295e-06,10350.1591162,86462883.87131764,18063352362.734917,22919.273530186776,0.4209164412027926
33558.8819627,4.00839864684e-08,9.89100589877e-08,13510.6658213,17603.5640095,5.87256630056e-08,5.33689915904e-08,16418.4742991,5.38859552162e-07,4.81624584355e-08,9.5469030965e-08,16342.2726141,127152900.54499252,0.00014758176542145886,6.764281268542732e-05,31473978.558269553,38807441.69269527,0.0001891413381608799,2.630054172988765e-05,49611156.84794674,0.0012737860299764214,0.0001593258368168419,6.540489199735482e-05,49606053.354177825,8107.60265617,3.38964325858e-07,16014.9999994,62731770.60498509,18063352362.747086,24122.602655908966,0.48826346022524736
29109.6648623,2.57878602651e-08,1.06902759874e-07,13286.0865073,2.76976148969e-08,1.91274595383e-08,4.34892311651e-08,17048.4811586,4.13329945843e-08,2.0641013579e-08,1.31949185008e-07,21138.0212068,116520522.87518042,0.00010221963878839356,7.946240942986632e-05,31761393.016989242,4.69765316102597e-05,5.950211074940497e-05,2.3135253445768517e-05,58431591.777253956,8.983239124317522e-05,6.840931415621434e-05,0.00010093730553033973,89938023.32999921,12569.1144505,7.2469360712e-08,10350.1590672,86462883.89963569,18063352362.730503,22919.273517772468,0.4168703279493646
29109.6648623,1.39130548885e-08,5.84844319611e-08,13270.7573045,1.19409462305e-08,8.58754575517e-09,2.35185100744e-08,16996.721058,2.03658909427e-08,9.71942895907e-09,7.04875289839e-08,21205.1105103,116520522.87518713,5.393157484363294e-05,4.301072564367953e-05,31831158.2393472,1.929012641735651e-05,2.5296618608911047e-05,1.2645474000032934e-05,58342001.394894555,4.3933644237337964e-05,3.070710316602286e-05,5.384397113706067e-05,89957848.49031208,12569.1144505,5.20235075571e-08,10350.1590673,86462883.89978425,18063352362.733273,22919.273517852023,0.41727466298559224
29109.6648648,2.15469813176e-07,8.75087137752e-07,13407.9591959,6.26840776925e-08,6.12586811589e-08,3.64620532055e-07,16831.3100876,9.82121435099e-08,8.84543949693e-08,1.07467793811e-06,21233.3195885,116520522.88625297,0.0008524596696138941,0.0006491898509540754,32632664.369687095,8.301421737255991e-05,0.00016116385087314492,0.00019188988315976314,57540799.455203526,0.00016552824827357508,0.000263036519521854,0.0008194254260988857,89957544.28566287,12569.1144411,6.5860884993e-07,10350.1590782,86462883.89306524,18063352362.73073,22919.27351995861,0.42124075673345973
40474.0201608,3017.4204709,6.52398858019e-06,15508.472262,4.98360733229e-07,4.75763560381e-07,4.13856486015e-06,17187.2086068,2.83212205977e-06,1.62304759707e-06,7.8398335581e-06,18408.3369705,156209347.7353963,9760323.485343158,0.004316613486629185,33370010.797842767,0.000610666181661635,0.0011171245904560557,0.0020746403198174607,44814597.683427274,0.005285984315129725,0.004760099173765881,0.005363265024678134,52497251.27446098,15573.0000045,9.17585812603e-06,16184.0000215,62727292.68275134,18063352362.746307,31757.000035175857,0.5580832793973131
40474.0201607,3017.42045441,1.67996485606e-05,15484.054911,6.35690281433e-07,6.01938549813e-07,9.86799022253e-06,17177.5759599,1.40184031208e-06,1.19932996319e-06,2.05509111917e-05,18442.3869601,156209332.19417,9760339.017142761,0.011138594993852401,33258435.904183358,0.0007622680267625796,0.0013153668678226546,0.005005307338907765,44718089.16291347,0.0021039922164084496,0.002904121453332885,0.014207191267491408,52705334.68415408,15572.9999797,2.29772670936e-05,16184.0000909,62727292.68060067,18063352362.732944,31757.000093577266,0.5581506936015694
33558.8819331,1.25822796325e-06,3.43760014041e-06,13504.3099291,17603.563973,1.81234871319e-06,1.81844892892e-06,16423.9019945,1.78523543534e-05,1.4884172958e-06,3.4137690773e-06,16343.2008105,127159196.32986481,0.004582519791969652,0.0023499342310821488,31433744.52108457,38801145.752328254,0.005783398276235163,0.0009206378059572256,49642164.089531206,0.04213587437708503,0.004878867839431182,0.002368692030545863,49615280.24417675,8107.60265767,1.24402062829e-05,16014.9999735,62731770.650299616,18063352362.727802,24122.602643610204,0.4881751497349077
33558.8819332,8.77851329109e-07,2.21777852363e-06,13501.1383688,17603.5639847,1.28143495261e-06,1.16878060116e-06,16422.4262975,1.21546073414e-05,1.05135472487e-06,2.133595327e-06,16347.8480688,127163440.97929151,0.0032234885912961497,0.0015156077962886776,31393342.626976617,38796901.13004667,0.004118426541695705,0.0005790779610503089,49650629.63867115,0.028765688757471552,0.0034706930938430535,0.0014639049568361913,49647216.581894115,8107.60265657,7.81674262278e-06,16014.9999817,62731770.64681938,18063352362.7322,24122.602646086743,0.4880152359985379
30852.0652172,4.407166806e-08,1.40641024027e-07,13221.2154833,17030.3904536,6.4604144191e-08,6.84052131196e-08,16588.1433505,1199.27244864,5.59805866341e-08,1.45528314043e-07,16598.2584138,118884677.57263488,0.00016858804477720712,9.989349591443595e-05,30972034.367518704,37870206.10246988,0.0002136816591734436,3.527924021125555e-05,52704658.68828223,3031553.3699319386,0.00019144751783006688,0.00010489021308823035,53188400.89836136,7697.37400897,2.79611556166e-07,14869.9663439,65695245.09799457,18063352362.725838,22567.34035314961,0.45284768809995
33558.8819634,8.03960379801e-09,2.18772102061e-08,13500.7117128,17603.5640103,1.15840665718e-08,1.15027400994e-08,16425.8487882,1.14308330758e-07,9.50994978789e-09,2.15912934583e-08,16344.8522335,127165049.51980461,2.9279219921625712e-05,1.4949973948820018e-05,31400000.262215994,38795292.721718416,3.697364485196211e-05,5.8192084157031e-06,49662069.91275151,0.00026989005625298085,3.11736755681934e-05,1.4963436088797488e-05,49629118.58310087,8107.60265621,7.66322555161e-08,16014.9999999,62731770.603872836,18063352362.72563,24122.60265618663,0.48808394667770494
40474.0201378,3.05928448418e-05,2.70120169093e-05,13783.5371688,5.98370817388e-05,2.62941619638e-05,2.85578484751e-05,15129.4584969,19556.3274188,2.56605052843e-05,3.22942989189e-05,18051.5399651,138572500.59797218,0.10876887230942454,0.016178691815443062,26584548.616590854,0.1020598925765166,0.08042903548031702,0.013177646410957937,34448569.92434044,48499172.883788355,0.0775417757672386,0.019620173849417114,48546738.56004363,16549.9929674,0.00698043649435,9222.85760983,52598331.40846791,18063352362.76167,25772.857557666495,0.5215590483810447
40474.0201602,1.44102391831e-05,1.25518839629e-05,13805.7500591,2.23894488941e-06,2.03443217006e-06,1.37541137225e-05,15164.0880548,19556.3277913,1.07786332281e-05,1.52861774738e-05,17994.6975368,138692688.19482535,0.049771891592272736,0.00741063501579082,26612963.25336831,0.0027874356462633063,0.0048246917535745585,0.006589748849804361,34646480.387661815,48378744.765841566,0.03145107241269577,0.009390614951883992,48320654.28607249,16549.9989103,0.00432815717551,9222.60627735,52598447.005009174,18063352362.745495,25772.609515807177,0.5212626736802848
24138.5860238,1.60789969714e-11,2.21749279671e-11,11696.0271495,5.46405956979e-11,1.90954467814e-11,2.21293619043e-11,14203.3302304,31132.702005,1.92080247005e-11,2.28909788633e-11,20730.9917537,90945171.05659167,5.988953044257039e-08,1.3912774889858597e-08,26133934.41828125,1.0132667969423225e-07,6.064044040345496e-08,1.0933469353571476e-08,40145705.31821474,77103873.61500528,5.8584292069602356e-08,1.3937885399969014e-08,62322846.591937505,14827.7668471,848.233152945,1957.68373702,61729193.437648155,18063352362.72734,17633.683737065,0.40980533656828044
26515.6249026,9.0363658042e-07,1.18274477602e-06,11960.4098869,2.38899387152e-06,9.48316541228e-07,1.24291624745e-06,14194.9943118,30722.4411401,1.05457756737e-06,1.31917397954e-06,20358.5507976,97944873.18803349,0.0032721422791928,0.0007245268898819587,25304631.7128001,0.0042431662518874124,0.0029164994790220927,0.0006111875886420709,37339147.87884579,75672739.43550654,0.0032023810243362477,0.0008105825093099013,60390138.76903712,15372.107715,643.42738741,2810.26926188,59056280.81312899,18063352362.74296,18825.80436429,0.43032820234863656
24138.5860195,6.3794003218e-08,8.84547792144e-08,11698.0745216,2.17321214943e-07,7.57099759563e-08,8.8960668671e-08,14188.7414004,31132.7020037,7.62647004286e-08,9.28260659811e-08,20743.5332118,90930324.79059173,0.00023625941740310923,5.539375245036803e-05,26137567.705821086,0.0004020017590577513,0.00023986010173566213,4.423251661662939e-05,39942640.180446535,77118719.8635222,0.00023202129085626557,5.677074164156815e-05,62522278.45833129,14827.7668486,848.233151534,1957.68373194,61729193.44540934,18063352362.739666,17633.683732073998,0.41038793224643166
24583.5071448,4.77207176394e-08,6.10495490795e-08,11748.1982587,1.50023551527e-07,5.56673167488e-08,5.5096614633e-08,14164.4154668,31119.7915548,5.70390445807e-08,5.6323151082e-08,20695.383537,92171640.75000955,0.00018200767270363667,3.839974444773568e-05,25874563.687507644,0.0002782703995872362,0.00017769238996570366,2.5240619717434225e-05,39134098.21648014,77070232.00628063,0.00017514779137568765,3.254195063834959e-05,62400996.338809505,14995.0485249,756.951472292,2114.06678656,61156635.956539184,18063352362.749763,17866.066783751998,0.4147244661843388
40474.0201608,1150.99083995,7.7573293334e-08,13872.6643239,1.23787876037e-07,5.81231563353e-08,8.51295550619e-08,15297.2239338,15786.0395579,6.33061712419e-08,9.47939478015e-08,17753.8676752,142694740.9253427,2982726.069866437,4.5926726308705054e-05,27418301.127267864,0.0002025465953340568,0.00016960714536385106,4.168636336435043e-05,35928029.60125251,39474320.397972904,0.00018409204851869564,5.891389023304445e-05,48153412.87759728,16418.999999,9.79252249231e-07,10468.0689262,53519876.93093517,18063352362.752987,26887.06892617925,0.5328050299274014
40474.0201607,3017.42048474,6.11036463571e-07,15474.4378464,5.40981328237e-08,4.72985739014e-08,3.44593873338e-07,17229.5789364,1.00936891904e-07,7.34310191981e-08,7.40898615963e-07,18400.0010627,156209353.04154313,9760318.204469547,0.0004055804688245098,33200834.209757812,6.918768325673782e-05,0.00011260541440749085,0.00017526300108939574,45017732.778260216,0.0001677164613581404,0.00019236369866301606,0.0005133371132152807,52463292.76433183,15573.0000001,8.24423540331e-07,16183.9999995,62727292.68112939,18063352362.73091,31757.000000424425,0.5571448273371148
33745.048716,3.91626557678e-08,1.19133164117e-07,13514.8833754,17601.1300855,5.52673453935e-08,6.21297952513e-08,16381.6192718,3.97992363967e-07,4.39815576177e-08,1.21027389301e-07,16362.0349962,127713302.03637815,0.00014073168830696007,8.138528757138254e-05,31359078.044817507,38755689.571534075,0.0001744213078126425,3.2349609794445616e-05,49305778.75367776,0.0009270356418492038,0.00014183543495795844,8.48672953460388e-05,49517682.59199238,8163.14955343,4.33485358053e-07,16064.0000003,62487618.90743113,18063352362.72756,24227.149554163487,0.4893251714630107
40474.0201607,3017.42046109,1.34416510927e-05,15287.7155858,3.59409569639e-07,3.49378253314e-07,7.98541445569e-06,17054.8735668,6.38027249886e-07,5.89677985484e-07,1.64926656877e-05,18761.4286818,156209329.3202885,9760341.785291582,0.008904315616662531,32313050.72267109,0.00042148620987993954,0.0007500360785557353,0.004047117974838272,44200242.50667922,0.0009088038646190033,0.0013621714601778035,0.011395226442675502,54168566.63727789,15572.9998617,1.86801758298e-05,16184.0000496,62727292.735980734,18063352362.731182,31756.999929980175,0.5578288965426567
