AT onwind,AT solar,AT ocgt,BA onwind,BA solar,BA ocgt,BE onwind,BE offwind,BE solar,BE ocgt,BG onwind,BG offwind,BG solar,BG ocgt,CH onwind,CH solar,CH ocgt,CZ onwind,CZ solar,CZ ocgt,DE onwind,DE offwind,DE solar,DE ocgt,DK onwind,DK offwind,DK solar,DK ocgt,EE onwind,EE offwind,EE solar,EE ocgt,ES onwind,ES offwind,ES solar,ES ocgt,FI onwind,FI offwind,FI solar,FI ocgt,FR onwind,FR offwind,FR solar,FR ocgt,GB onwind,GB offwind,GB solar,GB ocgt,GR onwind,GR offwind,GR solar,GR ocgt,HR onwind,HR offwind,HR solar,HR ocgt,HU onwind,HU solar,HU ocgt,IE onwind,IE offwind,IE solar,IE ocgt,IT onwind,IT offwind,IT solar,IT ocgt,LT onwind,LT offwind,LT solar,LT ocgt,LU onwind,LU solar,LU ocgt,LV onwind,LV offwind,LV solar,LV ocgt,NL onwind,NL offwind,NL solar,NL ocgt,NO onwind,NO offwind,NO solar,NO ocgt,PL onwind,PL offwind,PL solar,PL ocgt,PT onwind,PT offwind,PT solar,PT ocgt,RO onwind,RO offwind,RO solar,RO ocgt,RS onwind,RS solar,RS ocgt,SE onwind,SE offwind,SE solar,SE ocgt,SI onwind,SI solar,SI ocgt,SK onwind,SK solar,SK ocgt,co2_emission,objective_value,transmission
1.21451823121e-08,51271.5789168,9291.06025195,3.50956110521e-09,5844.82665516,3535.19220441,4.06007111163e-09,3701.12297134,7.92346998984e-09,9474.06643312,2.46996654599e-08,1.42195406425e-09,3050.22104382,3656.83025564,3.27872733687e-09,32763.5756451,9276.23785962,1.10321878643e-08,1.21453036671e-08,8318.47561851,7.55955745245e-09,52231.9331003,1.6038413767e-08,9389.38460534,40474.0201608,101390.357741,1.13880989496e-08,9354.97355764,19849.3084816,2.76688615649e-08,1.2826059344e-08,8185.45899295,197672.719916,8654.70929851,18734.8175488,9508.94343723,93362.5448747,2.49317129851e-08,5.36406689956e-09,9175.99696599,316691.82983,42198.9627758,1.78407088453e-08,9466.75493513,192720.418336,152363.945631,3.83345840992e-09,9416.29966353,33247.8987692,34020.3197773,54307.3271397,3635.75312946,2.77712574892e-08,215.487930488,8170.37993902,3592.35998523,60.93356863,6418.59020186,8178.00998541,56771.7314682,8323.07826198,2.70973822516e-09,9381.60255392,3.44663534376e-08,4.80105836606e-09,34067.0498011,9525.26729325,46984.150817,4349.87376384,7.34856590032e-09,8293.49797345,3.62529505655e-09,1.89592746147e-08,1971.57272806,57263.7166119,16766.8396698,1.24764319857e-08,8264.13855651,8.11748489364e-09,18726.2469456,6.34240282447e-09,9403.06385152,170727.822999,45304.7067755,3.73614800454e-09,9317.86587462,75925.4964563,11968.7629565,4.99589550162e-09,8283.49967953,34257.2871665,4051.56558335,2.13351744204e-08,7405.49425959,3893.6750838,10154.3254132,11279.5317381,3863.73912573,3.70498080954e-09,16398.8048206,4693.90438442,4.24917907731e-08,19336.6077155,6.60415644032e-09,9260.20895046,1.44662693631e-09,5993.09574068,3573.42325202,6.75185567871e-09,1.67520009718e-08,8178.3922534,30115801.51899549,417121493162.4391,838656.950423855
16584.6923899,9.6060104478e-11,8535.98998038,12228.277589,9.66087964428e-11,7660.08058534,9112.46408724,3546.93179327,1.00308847058e-10,7316.0572304,36420.7408613,1892.26457805,9.26774867651e-11,7846.1715519,11436.6001357,9.32980861757e-11,9268.86031552,14470.3545084,9.70313926728e-11,7996.01474712,9953.64753211,52089.3045818,9.64822401795e-11,7894.49846268,40461.7797181,100704.890128,1.00278384771e-10,7885.06325932,36184.0750116,10431.2051755,9.89388017044e-11,7782.41819598,212187.635279,8222.38206723,9.0895886602e-11,7362.98522946,96986.4335724,9959.68107053,1.02167166695e-10,7728.47762361,275435.847984,42058.5885002,9.69156937049e-11,7361.78123091,191771.912127,150235.335084,1.03383527962e-10,7240.12728969,33125.8312294,33924.556288,9.52084683607e-11,7826.63743065,17174.305203,9974.92241289,9.57609058239e-11,8203.10712694,22975.6908557,9.37195084857e-11,7497.19713892,56746.7196082,6003.13905997,1.06393592612e-10,7239.17817173,34280.7600025,6065.50790677,9.26362326827e-11,9366.81298981,46961.3508697,4337.03042018,1.00115065245e-10,7831.74330822,3607.83270751,1.38117687751e-10,6652.80406713,57214.3794619,16512.1117422,1.00251389777e-10,7806.94754724,11331.4538093,12081.8868189,1.00274778999e-10,7427.07734132,169060.104107,45035.6741479,1.11560476433e-10,7478.98465448,108776.016941,11940.028808,9.87937300327e-11,7443.24987159,41743.9273079,3967.01032469,9.02684940685e-11,7334.476918,53219.8834308,10077.0102657,9.30980980377e-11,7851.06632594,13323.0948572,9.45372300001e-11,8002.00872243,38139.6158549,10206.6973302,1.02209636601e-10,7601.25381381,9838.36152612,1.05143433023e-10,8239.32957369,14681.7751194,9.43245784892e-11,7362.68260846,30115783.269203458,458833642478.7944,1061737.41730354
0.000148949611167,14884.9283154,8155.54624909,3.99111219518e-05,24845.1396517,7679.29550336,5.90219818365e-05,3701.12296973,9.61285505896e-05,7381.07477715,0.000362561278009,1.93098959574e-05,37884.8876899,7911.70019858,4.55616801115e-05,32763.5756458,8341.79384385,0.000116823158577,0.000188148919449,7651.54726822,0.000110194781204,52231.9331011,0.000245945027592,8178.58593842,40474.0201616,101390.35774,0.000202264444868,8170.94284738,36332.6363415,13706.3903458,0.000216693693117,7450.44296916,163501.520461,0.00310547002852,20048.3278058,7451.33498268,128105.916007,0.000321265070024,8.1773307118e-05,7381.06660862,316691.829823,42198.9627758,0.000277394099392,7453.78096166,192720.418286,152363.945623,6.55619785995e-05,7236.65319288,33247.8987686,34020.3197771,55777.0863138,7942.32235898,0.000167672441003,0.000120849288361,24545.4039175,8392.45119215,0.00119910779416,0.00216965788057,7236.73415034,56771.7314688,15796.1478139,4.67675444508e-05,7230.47339168,0.00024844839504,6.29157860647e-05,0.00395830649558,9653.41711961,33540.080284,4349.87376444,0.000115701017802,7456.60562434,4.5367046937e-05,0.000280459464811,1999.6863196,57263.7166117,16766.8396701,0.000192635840473,7455.98271594,0.000129832376841,0.000859006025813,0.000103991456954,7500.41103857,170727.822989,45304.7067695,5.85364800064e-05,7289.75349304,81069.8396725,11968.7629571,7.73557801141e-05,7491.26306322,48246.9545032,4051.56558086,0.000741094188644,7437.37539163,5492.04263711,10154.3254139,6349.19889903,4103.02951152,4.65385070028e-05,1129.41605055,7919.45568557,0.00071108549474,1197.4014918,0.000110597357706,7274.20232562,1.37989535043e-05,7494.13590048,8166.39776977,9.42286840576e-05,0.000281620704026,7280.3650899,30115801.573214523,458833642494.73883,2716758.7291137665
0.000481620336374,50152.3390604,37280.3306501,0.000126862340039,5962.68906843,36776.9064961,0.000144117025123,3701.12296694,0.000285346728945,36681.3118798,0.000895500000282,4.90425878571e-05,4532.84184932,36925.2674888,0.000115081160385,32763.575502,37146.6907288,0.000324210811465,0.000407213647331,37053.561976,0.000248783562049,52231.9330914,0.000557895978576,37073.9100172,40474.0201621,101390.357741,0.000366828763741,37054.4929332,12056.8133157,0.00102370851821,0.000552096773249,36925.5148007,204777.155451,8654.70920964,20490.2978896,36689.823728,98940.5183196,0.000771000034739,0.000192974280598,37030.7266063,316691.829817,42198.9627749,0.000632239827163,36699.0885511,192720.41823,152363.945621,0.000137377994641,36656.6449976,33247.8987658,34020.3197737,55777.0848575,36991.4567858,0.00103936576343,697.429848808,8051.46008006,36882.9353229,990.000685759,10064.6874724,36762.9173977,56771.7314691,1811.6313424,9.3214338719e-05,36662.0324628,0.000559573075492,0.000144075718476,34620.72647,40124.0645876,46984.150816,4349.8737642,0.000279190109288,36959.1971433,0.000134480273743,0.000679108960472,36605.8096418,57263.7165955,16766.839669,0.000473519878158,36946.177101,0.000285212486915,17726.6393261,0.000221113933301,36766.9482042,170727.822982,45304.7067719,0.000131807167424,36734.7464766,75363.4922729,11968.7629571,0.000180111733647,36889.1407596,27147.7413481,4051.56557194,0.000945213289467,36680.4157198,8373.59288312,10154.3254131,9000.89004137,36888.7160884,0.000134816432749,16356.6070559,37205.3738439,0.00145351508216,25295.8183562,0.000233004753119,36809.1111825,4.32085126902e-05,5993.09578343,36874.1582471,0.000232512776545,0.000560725644436,36845.1956812,30115801.606658325,458833642502.2391,824911.7631794541
0.000433811698385,52833.5631185,10245.9482099,0.000102510980614,12724.4348513,3756.6561469,0.000126650259273,3701.12296717,669.557038633,7993.04727221,0.000252852584026,3.47373405259e-05,60498.7264281,8342.40208933,0.000118654024675,32763.5756348,8684.44723946,0.000318163720284,0.00387995698911,8444.46831695,0.000263465350105,52231.9331007,0.00385171560931,8935.59786591,40474.0201617,101390.357735,0.00228330015853,8932.17223603,8937.01041396,2337.40581302,16872.2056052,7985.53927307,39017.2755313,8654.70928232,311445.693528,8702.07614526,78084.4707388,0.00208442253685,29704.8066632,8346.78915083,316691.829821,42198.9627692,26764.4880227,8690.69407995,192720.418322,152363.945619,0.0120751281771,8184.10542248,33247.8987608,34020.3197668,55777.0863225,8972.72653831,0.000607475415029,4478.04994604,3878.9200534,4227.58777481,0.00247015753956,48057.4274217,7638.69960725,56771.7314663,0.00367535585867,54248.6305528,8178.25358695,0.000447938858119,0.000142503072818,191365.606165,15277.6481366,46984.1507928,4349.87376462,50097.2407945,8017.71374453,0.000129872459035,37.8383590583,1900.05723712,57263.7166127,16766.8396697,33869.3314968,8005.77550184,0.000288378826049,20027.4230792,0.00183327738153,8245.42667667,170727.822997,45304.7067566,0.00698022964152,8111.12056906,25635.2592339,11968.7629574,0.00459869778073,8119.63358606,19942.6885823,4051.56555917,38532.055104,6597.8243941,0.0013298964954,10154.3254135,41348.6035343,7647.87289732,9.42405382467e-05,35862.070371,8713.29881719,0.000608719179985,47442.2746988,0.00372598124295,8295.09175539,3.6880996497e-05,7494.13588145,4238.05235627,0.000161409778526,28206.3843263,7910.75549638,30115801.5761579,458833642493.31903,828223.480755524
0.000495452716479,52684.2364802,9796.11368981,0.00016978981206,5884.27583794,3828.61083037,0.000244569571221,3701.12296569,0.00342631789354,8856.70665849,0.000403034728943,0.000487583471363,61906.8009006,8781.95345957,0.000215579493568,32763.5754287,9319.47972499,0.000419516142465,0.00315495266781,9011.04595659,0.000365068719248,52231.933103,0.00418036216259,9163.02300486,40474.0201621,101390.35773,0.00345944077102,9146.0458189,16830.1771383,18214.5728142,16872.2056037,8401.09240305,0.00139724494587,8654.70928391,311445.692927,9826.24923228,0.0028001200212,58312.5912069,27499.6473292,8565.56833446,161280.332143,42198.9627697,27167.5428545,9793.37038929,51527.2023397,152363.945611,0.00785824531512,8855.81908025,33247.8987103,34020.3197706,55777.0862888,8896.63958616,0.000371155368043,16943.9484994,1324.10144474,7464.4620196,0.000625731298615,8771.40066464,8229.83006709,56771.7314697,15796.1478172,0.00929828738825,8847.54779718,0.000360999996752,29068.8885408,0.0169035410496,14858.1396939,9378.04193356,4349.87376579,50097.2407947,8400.95774945,0.000195549131437,0.00694972641358,2038.63660777,57263.7165135,16766.839671,33869.3314878,8401.49146011,0.000361329740017,93591.7482642,0.00238223655802,8556.3558892,160549.050721,45304.706775,0.00280404929277,8450.86508589,0.00143680657639,11968.7629578,0.00284365581027,8685.92063659,6867.97549239,4051.56557879,38532.0550776,9435.66841071,0.000725408553063,10154.3254117,148826.48073,8590.97125273,0.000181459571253,0.00898104362955,8893.4370455,0.000493434895158,88660.1009361,0.00320980674037,8634.15532105,8.158409362e-05,430.410324231,6839.28272239,0.000274492572569,16269.6157003,8446.34341881,30115801.690270543,458833642522.68427,1114199.2845231746
12986.4972965,0.00427792128506,6636.62671344,0.00152966293215,296.640015938,3348.26648445,6193.26894887,3701.12285774,0.000486959855112,8663.33128885,10887.1220204,0.000128845003252,3458.86645164,5683.10376816,0.00294705323754,359.642100275,10852.4556804,0.00736912319561,0.000774707342846,5978.40788492,163483.453006,51678.171508,0.000737640119753,11769.8372812,40474.0201636,0.00603981308238,0.000388650369808,9626.76471153,36332.6363402,0.000362829348867,0.000404251737783,5582.64618957,214404.170161,0.000863186360216,0.00108872158712,9980.92268349,220442.062588,0.000273838750311,0.000287304423039,9253.79999701,316691.829741,19025.7054401,0.000675636302227,9944.30358375,192720.418039,116223.399842,0.00027169674195,8721.27567071,33247.8986953,34020.3197646,16011.4654627,5894.35127644,12601.6158826,0.000259931470281,0.00710541068326,3848.90909636,21545.8419947,0.00161749271528,5650.57271527,56771.7314696,0.000394657630205,0.000205950811498,8706.84397672,129418.190076,0.000283551436439,0.0152396860297,17306.618156,46984.1508179,0.000537039455207,0.000378095022546,5606.43409282,1.15876413594,0.00079398004155,1920.14886524,57263.71661,0.000481181981697,0.000377059027798,5588.20310422,27852.9534544,0.00100582665133,0.000412159594345,9337.08230564,170727.822996,24058.4210545,0.000272239703944,9182.10195507,189159.07876,0.00284881365962,0.00040001290553,5533.00560051,48246.9545293,0.00082017616943,0.000555477593122,5913.2724236,88683.7919637,10154.3253755,0.00178189040289,5655.32925293,0.00145165604926,0.00295943190777,5788.78563298,302414.929143,0.00034495527124,0.000336503574739,8920.82855004,0.000553434522999,0.0143873942493,3726.07968793,0.00288728142014,0.00093229262908,5523.10717444,30115801.81006428,458833642551.2143,750928.960702567
32455.6964348,29051.0418656,7496.33445515,1932.96175326,5585.82083959,2322.02508208,1799.37503998,3701.12296854,6700.47293675,10538.1941169,22988.3150506,0.000113569082896,6678.99922341,2406.17567499,0.00111989190547,20571.1420051,10960.0948683,8446.31513171,7582.94611348,6395.28406327,24849.8029386,52231.9330991,42671.9439867,14658.9680998,40474.0201611,101390.35766,0.000366620279322,14070.4855868,1227.02248972,2127.91967894,2496.26643986,1512.21203891,214404.170186,8654.70929359,17338.2444908,12642.4187061,70727.9260151,8255.99179749,1173.63215471,7294.23649143,316691.829824,42198.9627747,0.000307185918984,11527.0118678,192720.418335,152363.945603,0.000118869623116,11425.9639367,33247.8987651,34020.3197738,13454.129731,2389.61752314,5812.79618424,8609.56392311,895.903113157,2323.74407877,27864.4090011,16186.404565,2290.97932751,18141.3214048,0.000300156825444,0.000268982024149,2360.80116755,129418.190133,29068.8885384,79358.5077485,23646.5650191,6818.69869037,2340.05939973,209.609495832,2450.09600906,481.637846366,2362.59339131,1797.78662009,5265.50813741,868.466204144,26.3849153338,1500.53168531,0.000443412503141,55040.6076902,0.000384909025749,11397.6999718,67913.4961772,45304.7067563,0.000191155781518,11314.680391,169672.980452,11968.7629569,0.000426460139592,6037.25610727,42213.079123,4051.56557737,3299.42721409,1881.85768444,19921.3847258,10154.3254101,10172.2202797,2458.94499401,0.00064770831668,5724.23876285,2556.52766939,35144.6499878,88660.1009621,0.000313196232469,8437.23604929,0.000125054819048,5407.30751137,2444.28975741,0.000564312732447,11041.7157125,4585.98731553,30115801.54026092,458833642484.4743,428744.74106584885
0.00839906226321,0.00435148850774,17425.639124,0.00366000634472,0.00568123825867,166.006235912,0.00441252704486,3701.12295582,0.00390417905246,11787.5836732,28989.6598141,0.00313317274963,61906.8009913,0.00702194317464,0.00822542074158,0.00419697845255,11485.3356213,50264.5819143,0.00562712749982,0.065330581228,0.010421214664,52231.9330885,0.00404847970592,12487.2921289,40474.0201455,101390.357308,0.00336732723287,10849.5996075,36332.6363251,18214.5728056,16872.2055915,0.00624927914942,214404.17017,8654.7091182,0.00620938893017,11977.2668135,6297.26586118,0.00691117292857,29704.8065659,788.084711077,316691.829642,42198.9627451,0.0038773788346,11668.4890358,192720.418112,152363.945205,0.00361834729868,11592.6617576,27337.0805933,34020.3194188,55777.0863193,0.00596181185632,0.00496098390914,6756.0332224,0.00444410005602,1300.88901562,0.0096260294633,0.00715757221312,1262.22527519,56771.7314637,12977.6833569,0.00344811790552,552.271626545,129418.190155,29068.8885193,0.00403892290291,26610.231221,2363.67247424,3809.09717987,0.0166610018954,370.00920309,0.004645039024,0.00411204277956,1690.15479692,0.0136507947757,0.00550802833725,0.0486954878531,0.0755234505419,0.00620766707071,93591.7482694,0.00380635964935,11869.8391094,170727.822771,45304.7067754,0.00583495346793,10419.4306128,189159.078558,0.00232647043345,0.00609579215334,0.0771442123854,48246.954525,4051.56536146,0.0529784639089,1431.89037577,63980.432065,10154.3253897,96097.9820025,0.0195668022298,0.00439217548474,0.00701657765025,0.0452410869924,0.00607252427495,0.00292590656439,0.00540067049965,10763.6337253,0.00365501713479,0.00386097812033,2911.85525901,0.00747608769027,0.00807635466977,371.019741655,30115801.51888439,458833642479.1458,586178.7838023917
0.000176349674438,49729.9834531,37155.1726454,4.66346638478e-05,5844.82686957,36693.2243919,5.98319078999e-05,3701.12296965,0.000121021845416,36668.6487416,0.000402197267126,1.94243856793e-05,2013.87132216,36858.1792645,4.35683325194e-05,32763.575646,37082.8896003,0.000142785318949,0.000175442725294,36909.5469847,0.000105174868583,52231.9330999,0.000245833793756,37057.6130295,40474.0201617,101390.357741,0.000163238217533,37035.2043626,13583.3559933,0.00517688595993,0.000206180569716,36770.7664325,201142.255276,8654.70929263,16420.3021431,36613.8015335,79609.0765968,0.000828482702272,7.38803953168e-05,37003.5035397,316175.77235,42198.9627699,0.000274071858706,36613.5639762,192720.418283,152363.945632,5.32650293861e-05,36609.5800458,33247.898766,34020.3197782,55777.0862087,36964.7398238,0.000317969520784,1206.52853432,7774.45959701,36727.1548108,0.00196932583309,12000.5540518,36769.6392317,56771.7314683,5996.53875934,3.49740566686e-05,36617.079325,0.00021421492066,6.43918481906e-05,28272.5731129,40318.4796421,46984.1508093,4349.87376443,0.000114273891478,36832.9358817,5.44897591813e-05,0.000303532466748,36663.6466686,57263.7166121,16766.8396699,0.000190576761036,36806.3996283,0.000112890693129,20288.0968116,8.9819759918e-05,36699.2952194,170727.822965,45304.7067575,5.18902450647e-05,36730.1396583,66128.5784795,11968.7629541,7.42246819078e-05,36746.4780401,25740.7708123,4051.5655805,0.000333433345864,36625.8482766,5406.57375343,10154.3254135,9878.02582781,36776.6877117,5.0330313196e-05,16031.2402081,37089.2683334,0.000441089979227,38295.5887309,9.6079111812e-05,36746.0661557,1.31943169589e-05,5993.09576822,36639.7169624,9.3363637043e-05,0.000252707243668,36735.6910448,30115801.57724869,458833642494.8761,816638.5490729876
